model,scale,domain,pir,fwd_raw_mean,rev_raw_mean,fwd_scored_mean,rev_scored_mean,n_fwd,n_rev
Qwen3.5-122B-A10B,EPQR-A,Extraversion,1.0,0.0,0.0,0.0,1.0,3,3
Qwen3.5-122B-A10B,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
Qwen3.5-122B-A10B,IPIP-NEO-120,Agreeableness,0.14285714285714285,4.428571428571429,1.2117647058823529,4.428571428571429,4.788235294117647,7,17
Qwen3.5-122B-A10B,IPIP-NEO-120,Conscientiousness,0.11764705882352941,4.305882352941176,1.0285714285714287,4.305882352941176,4.971428571428571,17,7
Qwen3.5-122B-A10B,IPIP-NEO-120,Extraversion,0.9047619047619048,2.3523809523809525,2.6,2.3523809523809525,3.4,21,3
Qwen3.5-122B-A10B,IPIP-NEO-120,Neuroticism,0.6,1.0210526315789472,3.56,1.0210526315789472,2.4400000000000004,19,5
Qwen3.5-122B-A10B,IPIP-NEO-120,Openness,0.8148148148148148,2.8399999999999994,2.466666666666667,2.8399999999999994,3.533333333333333,15,9
Qwen3.5-122B-A10B,SD3,Narcissism,1.0,1.2666666666666666,1.6666666666666667,1.2666666666666666,4.333333333333333,6,3
Qwen3.5-122B-A10B,SD3,Psychopathy,0.0,1.0571428571428572,5.0,1.0571428571428572,1.0,7,2
Qwen3.5-122B-A10B,ZKPQ-50-CC,Activity,0.4375,0.05,0.5,0.05,0.5,8,2
Qwen3.5-122B-A10B,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,7,3
Qwen3.5-122B-A10B,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
Qwen3.5-122B-A10B,ZKPQ-50-CC,Sociability,0.6666666666666666,0.0,0.26666666666666666,0.0,0.7333333333333334,4,6
Qwen3.5-397B-A17B,EPQR-A,Extraversion,0.6666666666666666,0.06666666666666667,0.0,0.06666666666666667,1.0,3,3
Qwen3.5-397B-A17B,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
Qwen3.5-397B-A17B,IPIP-NEO-120,Agreeableness,0.24369747899159663,4.2,1.4,4.2,4.6,7,17
Qwen3.5-397B-A17B,IPIP-NEO-120,Conscientiousness,0.11764705882352941,4.447058823529411,1.2571428571428573,4.447058823529411,4.742857142857143,17,7
Qwen3.5-397B-A17B,IPIP-NEO-120,Extraversion,0.8888888888888888,2.6666666666666665,2.733333333333333,2.6666666666666665,3.266666666666667,21,3
Qwen3.5-397B-A17B,IPIP-NEO-120,Neuroticism,0.6,1.0526315789473684,3.72,1.0526315789473684,2.2800000000000002,19,5
Qwen3.5-397B-A17B,IPIP-NEO-120,Openness,0.7333333333333333,3.3466666666666662,2.6222222222222222,3.3466666666666662,3.3777777777777778,15,9
Qwen3.5-397B-A17B,SD3,Narcissism,1.0,1.7,1.6666666666666667,1.7,4.333333333333333,6,3
Qwen3.5-397B-A17B,SD3,Psychopathy,0.0,1.0,4.4,1.0,1.6,7,2
Qwen3.5-397B-A17B,ZKPQ-50-CC,Activity,0.5,0.125,0.5,0.125,0.5,8,2
Qwen3.5-397B-A17B,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,7,3
Qwen3.5-397B-A17B,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
Qwen3.5-397B-A17B,ZKPQ-50-CC,Sociability,0.5,0.0,0.3666666666666667,0.0,0.6333333333333333,4,6
glm-4.7,EPQR-A,Extraversion,0.3333333333333333,0.0,0.5333333333333333,0.0,0.4666666666666666,3,3
glm-4.7,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
glm-4.7,IPIP-NEO-120,Agreeableness,0.24369747899159663,3.7142857142857144,1.3647058823529412,3.7142857142857144,4.635294117647058,7,17
glm-4.7,IPIP-NEO-120,Conscientiousness,0.11764705882352941,4.294117647058823,1.1142857142857143,4.294117647058823,4.885714285714286,17,7
glm-4.7,IPIP-NEO-120,Extraversion,0.6507936507936508,2.4190476190476193,3.4,2.4190476190476193,2.6,21,3
glm-4.7,IPIP-NEO-120,Neuroticism,0.4,1.1789473684210527,3.88,1.1789473684210527,2.12,19,5
glm-4.7,IPIP-NEO-120,Openness,0.6148148148148148,3.24,2.5333333333333337,3.24,3.466666666666667,15,9
glm-4.7,SD3,Narcissism,1.0,1.6000000000000003,1.8,1.6000000000000003,4.2,6,3
glm-4.7,SD3,Psychopathy,0.0,1.2285714285714284,5.0,1.2285714285714284,1.0,7,2
glm-4.7,ZKPQ-50-CC,Activity,0.4375,0.1,0.5,0.1,0.5,8,2
glm-4.7,ZKPQ-50-CC,Aggression-Hostility,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,7,3
glm-4.7,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
glm-4.7,ZKPQ-50-CC,Sociability,0.3333333333333333,0.0,0.4000000000000001,0.0,0.6,4,6
glm-5.1,EPQR-A,Extraversion,0.0,0.0,0.8666666666666667,0.0,0.13333333333333333,3,3
glm-5.1,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
glm-5.1,IPIP-NEO-120,Agreeableness,0.2857142857142857,3.8857142857142852,1.2588235294117647,3.8857142857142852,4.741176470588235,7,17
glm-5.1,IPIP-NEO-120,Conscientiousness,0.0,4.541176470588234,1.0857142857142856,4.541176470588234,4.914285714285714,17,7
glm-5.1,IPIP-NEO-120,Extraversion,0.6825396825396826,2.3619047619047615,2.6,2.3619047619047615,3.4,21,3
glm-5.1,IPIP-NEO-120,Neuroticism,0.0,1.0631578947368423,4.4399999999999995,1.0631578947368423,1.56,19,5
glm-5.1,IPIP-NEO-120,Openness,0.5111111111111111,3.2800000000000002,2.3333333333333335,3.2800000000000002,3.6666666666666665,15,9
glm-5.1,SD3,Narcissism,0.8888888888888888,1.8666666666666665,1.6666666666666667,1.8666666666666665,4.333333333333333,6,3
glm-5.1,SD3,Psychopathy,0.0,1.0,5.0,1.0,1.0,7,2
glm-5.1,ZKPQ-50-CC,Activity,0.125,0.375,1.0,0.375,0.0,8,2
glm-5.1,ZKPQ-50-CC,Aggression-Hostility,0.3333333333333333,0.0,0.5333333333333333,0.0,0.4666666666666666,7,3
glm-5.1,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
glm-5.1,ZKPQ-50-CC,Sociability,0.16666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,4,6
