model,persona,construct,n_domains,mean_adjusted_delta,mean_abs_adjusted_delta,sign_match_rate,coherence_score
DeepSeek-V4-Flash,ESTP,Neuroticism,3,-1.3759922705502696,1.3759922705502696,1.0,1.0
DeepSeek-V4-Flash,ESTP,Agreeableness_vs_Antagonism,4,-2.4719255773973288,2.4719255773973288,1.0,1.0
DeepSeek-V4-Flash,ESTP,Conscientiousness_vs_Disinhibition,4,-1.9159065601034073,1.9159065601034073,1.0,1.0
DeepSeek-V4-Flash,ESFP,Extraversion,4,1.1964056677977226,1.1964056677977226,1.0,1.0
DeepSeek-V4-Flash,ESFP,Neuroticism,3,-0.8338637165841805,0.8338637165841805,1.0,1.0
DeepSeek-V4-Flash,ESFP,Agreeableness_vs_Antagonism,4,-0.5786815340925955,1.0752870230850486,0.3333333333333333,0.5381647147868772
DeepSeek-V4-Flash,ESFP,Conscientiousness_vs_Disinhibition,4,-1.2946554478168277,1.2946554478168277,1.0,1.0
DeepSeek-V4-Flash,ENFP,Extraversion,4,1.032985877350184,1.032985877350184,1.0,1.0
DeepSeek-V4-Flash,ENFP,Neuroticism,3,0.47046531730924573,0.5636682535563975,0.3333333333333333,0.8346493071782933
DeepSeek-V4-Flash,ENFP,Agreeableness_vs_Antagonism,4,0.024097441527843592,0.7324994416218286,0.5,0.03289755617354383
DeepSeek-V4-Flash,ENFP,Conscientiousness_vs_Disinhibition,4,-1.1642673630023657,1.1642673630023657,1.0,1.0
DeepSeek-V4-Flash,ENTP,Extraversion,4,0.9007565772002897,0.9007565772002897,1.0,1.0
DeepSeek-V4-Flash,ENTP,Neuroticism,3,-1.120194941534572,1.120194941534572,1.0,1.0
DeepSeek-V4-Flash,ENTP,Agreeableness_vs_Antagonism,4,-1.5509843734537494,1.5509843734537494,1.0,1.0
DeepSeek-V4-Flash,ENTP,Conscientiousness_vs_Disinhibition,4,-1.9559254239078148,1.9559254239078148,1.0,1.0
DeepSeek-V4-Flash,ESTJ,Extraversion,4,0.714396384884073,0.7336639864074128,0.5,0.9737378392829544
DeepSeek-V4-Flash,ESTJ,Neuroticism,3,-1.7192787513985675,1.7192787513985675,1.0,1.0
DeepSeek-V4-Flash,ESTJ,Agreeableness_vs_Antagonism,4,-0.9554700413782267,0.9554700413782267,1.0,1.0
DeepSeek-V4-Flash,ESTJ,Conscientiousness_vs_Disinhibition,4,0.7621576599511339,1.068047185752628,0.5,0.7135992399194041
DeepSeek-V4-Flash,ESFJ,Extraversion,4,1.0346871897840797,1.0346871897840797,1.0,1.0
DeepSeek-V4-Flash,ESFJ,Neuroticism,3,-0.1806456217985768,0.6555314908665948,0.3333333333333333,0.2755712339002482
DeepSeek-V4-Flash,ESFJ,Agreeableness_vs_Antagonism,4,0.48305960115859503,0.48305960115859503,1.0,1.0
DeepSeek-V4-Flash,ESFJ,Conscientiousness_vs_Disinhibition,4,1.0403961349124384,1.0403961349124384,1.0,1.0
DeepSeek-V4-Flash,ENFJ,Extraversion,4,1.09438441081083,1.09438441081083,1.0,1.0
DeepSeek-V4-Flash,ENFJ,Neuroticism,3,0.1050894517508731,0.7768996055451929,0.3333333333333333,0.13526773729937228
DeepSeek-V4-Flash,ENFJ,Agreeableness_vs_Antagonism,4,0.8654147924381891,0.8654147924381891,1.0,1.0
DeepSeek-V4-Flash,ENFJ,Conscientiousness_vs_Disinhibition,4,0.605652685399549,0.605652685399549,1.0,1.0
DeepSeek-V4-Flash,ENTJ,Extraversion,4,0.6234924834265041,0.6350438032846215,0.5,0.981810199865945
DeepSeek-V4-Flash,ENTJ,Neuroticism,3,-2.0015164992466588,2.0015164992466588,1.0,1.0
DeepSeek-V4-Flash,ENTJ,Agreeableness_vs_Antagonism,4,-1.6927232152055804,1.6927232152055804,1.0,1.0
DeepSeek-V4-Flash,ENTJ,Conscientiousness_vs_Disinhibition,4,0.15086162944337478,0.9018179120984334,0.5,0.16728613106867213
DeepSeek-V4-Pro,ISTJ,Extraversion,4,-0.47744692002311834,0.6342946631543384,0.5,0.7527210108449937
DeepSeek-V4-Pro,ISTJ,Neuroticism,3,-1.62344687604478,1.62344687604478,1.0,1.0
DeepSeek-V4-Pro,ISTJ,Agreeableness_vs_Antagonism,4,0.24338574462010037,0.3996902471501783,0.5,0.6089359106344454
DeepSeek-V4-Pro,ISTJ,Conscientiousness_vs_Disinhibition,4,1.0220022375862803,1.0220022375862803,1.0,1.0
DeepSeek-V4-Pro,ISFJ,Extraversion,4,-0.29020347302553,0.5915120910386146,0.5,0.4906129180148664
DeepSeek-V4-Pro,ISFJ,Neuroticism,3,-0.21717474414692828,0.5562916999408923,0.3333333333333333,0.3903972397395175
DeepSeek-V4-Pro,ISFJ,Agreeableness_vs_Antagonism,4,0.7176508194276394,0.7176508194276394,1.0,1.0
DeepSeek-V4-Pro,ISFJ,Conscientiousness_vs_Disinhibition,4,1.007552099373204,1.007552099373204,1.0,1.0
DeepSeek-V4-Pro,INFJ,Extraversion,4,-0.6098546850663638,0.6098546850663638,1.0,1.0
DeepSeek-V4-Pro,INFJ,Neuroticism,3,0.3226669875263543,0.8306563447237058,0.3333333333333333,0.38844823081882357
DeepSeek-V4-Pro,INFJ,Agreeableness_vs_Antagonism,4,0.49614708718972456,0.49614708718972456,1.0,1.0
DeepSeek-V4-Pro,INFJ,Conscientiousness_vs_Disinhibition,4,0.7384638352280758,0.7384638352280758,1.0,1.0
DeepSeek-V4-Pro,INTJ,Extraversion,4,-0.5381896058527988,0.5643308963746687,0.5,0.953677371397163
DeepSeek-V4-Pro,INTJ,Neuroticism,3,-1.6025223744052426,1.6025223744052426,1.0,1.0
DeepSeek-V4-Pro,INTJ,Agreeableness_vs_Antagonism,4,-1.0083076145722953,1.0083076145722953,1.0,1.0
DeepSeek-V4-Pro,INTJ,Conscientiousness_vs_Disinhibition,4,0.46712759331937664,0.7452317366626335,0.5,0.6268219271113051
DeepSeek-V4-Pro,ISTP,Extraversion,4,-0.5200992870815334,0.5200992870815334,1.0,1.0
DeepSeek-V4-Pro,ISTP,Neuroticism,3,-1.4582385863269556,1.4582385863269556,1.0,1.0
DeepSeek-V4-Pro,ISTP,Agreeableness_vs_Antagonism,4,-0.4181965009858304,0.5327618959764948,0.5,0.7849594802933898
DeepSeek-V4-Pro,ISTP,Conscientiousness_vs_Disinhibition,4,-0.3934429466452239,0.47907467236732676,0.5,0.821255994814008
DeepSeek-V4-Pro,ISFP,Extraversion,4,-0.6035859819394793,0.6035859819394793,1.0,1.0
DeepSeek-V4-Pro,ISFP,Neuroticism,3,0.1870436398407871,0.5132539167058178,0.3333333333333333,0.36442710664786815
DeepSeek-V4-Pro,ISFP,Agreeableness_vs_Antagonism,4,0.5186927952516203,0.5186927952516203,1.0,1.0
DeepSeek-V4-Pro,ISFP,Conscientiousness_vs_Disinhibition,4,-0.10939687443394308,0.2228139826142831,0.3333333333333333,0.49097849762562606
DeepSeek-V4-Pro,INFP,Extraversion,4,-0.6685674323724391,0.6685674323724391,1.0,1.0
DeepSeek-V4-Pro,INFP,Neuroticism,3,0.7364947658092266,0.7364947658092266,1.0,1.0
DeepSeek-V4-Pro,INFP,Agreeableness_vs_Antagonism,4,0.7759232798721983,0.7759232798721983,1.0,1.0
DeepSeek-V4-Pro,INFP,Conscientiousness_vs_Disinhibition,4,0.08418228909295071,0.2709562173641159,0.5,0.31068594738988775
DeepSeek-V4-Pro,INTP,Extraversion,4,-0.8616154448883265,0.8616154448883265,1.0,1.0
DeepSeek-V4-Pro,INTP,Neuroticism,3,-1.356392425690329,1.356392425690329,1.0,1.0
DeepSeek-V4-Pro,INTP,Agreeableness_vs_Antagonism,4,-0.14931364311087797,0.4365244788635177,0.3333333333333333,0.3420510196807586
DeepSeek-V4-Pro,INTP,Conscientiousness_vs_Disinhibition,4,-0.1669546530275107,0.6408232945862291,0.5,0.26053149821170446
DeepSeek-V4-Pro,ESTP,Extraversion,4,1.4369676112030996,1.4369676112030996,1.0,1.0
DeepSeek-V4-Pro,ESTP,Neuroticism,3,-1.3122375535686186,1.3122375535686186,1.0,1.0
DeepSeek-V4-Pro,ESTP,Agreeableness_vs_Antagonism,4,-1.5247988199754956,1.5247988199754956,1.0,1.0
DeepSeek-V4-Pro,ESTP,Conscientiousness_vs_Disinhibition,4,-1.3454153049888138,1.3454153049888138,1.0,1.0
DeepSeek-V4-Pro,ESFP,Extraversion,4,1.2730713273209648,1.2730713273209648,1.0,1.0
DeepSeek-V4-Pro,ESFP,Neuroticism,3,-0.8407357027740762,0.9763010644540161,0.3333333333333333,0.8611438964723929
DeepSeek-V4-Pro,ESFP,Agreeableness_vs_Antagonism,4,-0.058944313838948416,0.5041774466957483,0.3333333333333333,0.11691184170425427
DeepSeek-V4-Pro,ESFP,Conscientiousness_vs_Disinhibition,4,-1.0021996405521154,1.0021996405521154,1.0,1.0
DeepSeek-V4-Pro,ENFP,Extraversion,4,1.2887824296939052,1.2887824296939052,1.0,1.0
DeepSeek-V4-Pro,ENFP,Neuroticism,3,0.052115211470544466,0.7045357652006056,0.3333333333333333,0.07397099486596748
DeepSeek-V4-Pro,ENFP,Agreeableness_vs_Antagonism,4,0.29888107391747776,0.5909404881800745,0.5,0.5057718668726607
DeepSeek-V4-Pro,ENFP,Conscientiousness_vs_Disinhibition,4,-0.9754766759120637,0.9754766759120637,1.0,1.0
DeepSeek-V4-Pro,ENTP,Extraversion,4,1.0556727534498271,1.0556727534498271,1.0,1.0
DeepSeek-V4-Pro,ENTP,Neuroticism,3,-1.2496968628414022,1.2496968628414022,1.0,1.0
DeepSeek-V4-Pro,ENTP,Agreeableness_vs_Antagonism,4,-1.2467362301442,1.2467362301442,1.0,1.0
DeepSeek-V4-Pro,ENTP,Conscientiousness_vs_Disinhibition,4,-1.3224942638653985,1.3224942638653985,1.0,1.0
DeepSeek-V4-Pro,ESTJ,Extraversion,4,0.791070920467227,0.791070920467227,1.0,1.0
DeepSeek-V4-Pro,ESTJ,Neuroticism,3,-1.619283035362865,1.619283035362865,1.0,1.0
DeepSeek-V4-Pro,ESTJ,Agreeableness_vs_Antagonism,4,-0.5209551883405024,0.5209551883405024,1.0,1.0
DeepSeek-V4-Pro,ESTJ,Conscientiousness_vs_Disinhibition,4,0.7982522818459865,0.9790450068951921,0.5,0.8153376772508685
DeepSeek-V4-Pro,ESFJ,Extraversion,4,1.1947131415914933,1.1947131415914933,1.0,1.0
DeepSeek-V4-Pro,ESFJ,Neuroticism,3,-0.18070845813983683,0.6555943272078548,0.3333333333333333,0.2756406677731114
DeepSeek-V4-Pro,ESFJ,Agreeableness_vs_Antagonism,4,0.6894896009770709,0.6894896009770709,1.0,1.0
DeepSeek-V4-Pro,ESFJ,Conscientiousness_vs_Disinhibition,4,1.015201547904082,1.015201547904082,1.0,1.0
DeepSeek-V4-Pro,ENFJ,Extraversion,4,1.1360141441118847,1.1360141441118847,1.0,1.0
DeepSeek-V4-Pro,ENFJ,Neuroticism,3,-0.23161449410455595,1.1136035514006217,0.3333333333333333,0.2079864901770882
DeepSeek-V4-Pro,ENFJ,Agreeableness_vs_Antagonism,4,0.7487292803535361,0.7487292803535361,1.0,1.0
DeepSeek-V4-Pro,ENFJ,Conscientiousness_vs_Disinhibition,4,0.504473089399925,0.504473089399925,1.0,1.0
DeepSeek-V4-Pro,ENTJ,Extraversion,4,1.0794281075948318,1.0794281075948318,1.0,1.0
DeepSeek-V4-Pro,ENTJ,Neuroticism,3,-1.809053879580814,1.809053879580814,1.0,1.0
DeepSeek-V4-Pro,ENTJ,Agreeableness_vs_Antagonism,4,-1.0956170083143295,1.0956170083143295,1.0,1.0
DeepSeek-V4-Pro,ENTJ,Conscientiousness_vs_Disinhibition,4,0.2862458699878986,0.7173573559221237,0.5,0.39902827736386026
GLM-4.6V,ISTJ,Extraversion,4,-0.8137723460822112,1.1274678323446512,0.5,0.7217699013105434
GLM-4.6V,ISTJ,Neuroticism,3,0.051835930997974955,0.42304993807004304,0.3333333333333333,0.12252910669234666
GLM-4.6V,ISTJ,Agreeableness_vs_Antagonism,4,0.44717849413202865,0.6410020803227111,0.5,0.6976240918077795
GLM-4.6V,ISTJ,Conscientiousness_vs_Disinhibition,4,0.6934017826069894,0.6934017826069894,1.0,1.0
GLM-4.6V,ISFJ,Extraversion,4,-0.5065477617039237,0.6111129237914036,0.5,0.8288938786652595
GLM-4.6V,ISFJ,Neuroticism,3,1.1267691033459253,1.1267691033459253,1.0,1.0
GLM-4.6V,ISFJ,Agreeableness_vs_Antagonism,4,0.9663288231870042,0.9663288231870042,1.0,1.0
GLM-4.6V,ISFJ,Conscientiousness_vs_Disinhibition,4,0.7478185499001735,0.7478185499001735,1.0,1.0
GLM-4.6V,INFJ,Extraversion,4,-0.6493813811336465,0.6755226716555164,0.5,0.961302127051036
GLM-4.6V,INFJ,Neuroticism,3,2.1164760488556436,2.1164760488556436,1.0,1.0
GLM-4.6V,INFJ,Agreeableness_vs_Antagonism,4,0.7084966981022993,0.7084966981022993,1.0,1.0
GLM-4.6V,INFJ,Conscientiousness_vs_Disinhibition,4,0.379337332697949,0.379337332697949,1.0,1.0
GLM-4.6V,INTJ,Extraversion,4,-0.6448554347481098,1.1153986641417697,0.5,0.5781389699299005
GLM-4.6V,INTJ,Neuroticism,3,-0.2235223034218662,0.49909562106664745,0.3333333333333333,0.44785466749670766
GLM-4.6V,INTJ,Agreeableness_vs_Antagonism,4,-0.8483916667639448,0.8483916667639448,1.0,1.0
GLM-4.6V,INTJ,Conscientiousness_vs_Disinhibition,4,0.0042291123745113735,0.42359832604656666,0.3333333333333333,0.009983779714102227
GLM-4.6V,ISTP,Extraversion,4,-0.682849686810309,0.9965451730727489,0.5,0.6852169929284884
GLM-4.6V,ISTP,Neuroticism,3,-0.36315940684518044,0.36315940684518044,1.0,1.0
GLM-4.6V,ISTP,Agreeableness_vs_Antagonism,4,-0.38321209902503167,0.7516735561425211,0.3333333333333333,0.509811866991331
GLM-4.6V,ISTP,Conscientiousness_vs_Disinhibition,4,-0.5798880546634114,0.5798880546634114,1.0,1.0
GLM-4.6V,ISFP,Extraversion,4,-0.856644893935576,0.856644893935576,1.0,1.0
GLM-4.6V,ISFP,Neuroticism,3,1.920753768015467,1.920753768015467,1.0,1.0
GLM-4.6V,ISFP,Agreeableness_vs_Antagonism,4,0.9578645135895708,0.9578645135895708,1.0,1.0
GLM-4.6V,ISFP,Conscientiousness_vs_Disinhibition,4,-0.27458882347970315,0.6083888911198768,0.3333333333333333,0.4513376682047244
GLM-4.6V,INFP,Extraversion,4,-0.8414233142022127,0.8414233142022127,1.0,1.0
GLM-4.6V,INFP,Neuroticism,3,2.630037993668103,2.630037993668103,1.0,1.0
GLM-4.6V,INFP,Agreeableness_vs_Antagonism,4,1.0430962617413833,1.0430962617413833,1.0,1.0
GLM-4.6V,INFP,Conscientiousness_vs_Disinhibition,4,-0.2922939229631417,0.5704606459966198,0.5,0.5123822738946197
GLM-4.6V,INTP,Extraversion,4,-1.0560373044287057,1.0560373044287057,1.0,1.0
GLM-4.6V,INTP,Neuroticism,3,0.26742446885919136,0.26742446885919136,1.0,1.0
GLM-4.6V,INTP,Agreeableness_vs_Antagonism,4,-0.19790575126744847,0.5546283138007034,0.3333333333333333,0.3568259072661816
GLM-4.6V,INTP,Conscientiousness_vs_Disinhibition,4,-0.5737119818590837,0.5737119818590837,1.0,1.0
GLM-4.6V,ESTP,Extraversion,4,1.3686015578199815,1.3686015578199815,1.0,1.0
GLM-4.6V,ESTP,Neuroticism,3,0.05784621188834147,0.28147429549973646,0.3333333333333333,0.20551152561067743
GLM-4.6V,ESTP,Agreeableness_vs_Antagonism,4,-1.4641082589748082,1.4641082589748082,1.0,1.0
GLM-4.6V,ESTP,Conscientiousness_vs_Disinhibition,4,-1.8326902911698997,1.8326902911698997,1.0,1.0
GLM-4.6V,ESFP,Extraversion,4,1.3270882797497687,1.3270882797497687,1.0,1.0
GLM-4.6V,ESFP,Neuroticism,3,0.28219395805666103,0.3287954261802368,0.3333333333333333,0.8582660693764331
GLM-4.6V,ESFP,Agreeableness_vs_Antagonism,4,0.28554447773779235,0.8418153441145272,0.3333333333333333,0.33920084699589964
GLM-4.6V,ESFP,Conscientiousness_vs_Disinhibition,4,-1.2786660311171025,1.2786660311171025,1.0,1.0
GLM-4.6V,ENFP,Extraversion,4,1.2525225490167697,1.2525225490167697,1.0,1.0
GLM-4.6V,ENFP,Neuroticism,3,1.2127464049585257,1.2127464049585257,1.0,1.0
GLM-4.6V,ENFP,Agreeableness_vs_Antagonism,4,0.5799132769507523,0.8997580736715861,0.5,0.6445213373683181
GLM-4.6V,ENFP,Conscientiousness_vs_Disinhibition,4,-1.3294602673704883,1.3294602673704883,1.0,1.0
GLM-4.6V,ENTP,Extraversion,4,1.1780854647567232,1.1780854647567232,1.0,1.0
GLM-4.6V,ENTP,Neuroticism,3,0.19817640408039627,0.19817640408039627,1.0,1.0
GLM-4.6V,ENTP,Agreeableness_vs_Antagonism,4,-1.6688741392692001,1.6688741392692001,1.0,1.0
GLM-4.6V,ENTP,Conscientiousness_vs_Disinhibition,4,-2.0852681202992147,2.0852681202992147,1.0,1.0
GLM-4.6V,ESTJ,Extraversion,4,0.7701855939550468,0.8060583747511216,0.5,0.9554960510060442
GLM-4.6V,ESTJ,Neuroticism,3,-0.3892993248092867,0.3892993248092867,1.0,1.0
GLM-4.6V,ESTJ,Agreeableness_vs_Antagonism,4,-0.6297806407933191,0.9881875015937321,0.5,0.6373088505750371
GLM-4.6V,ESTJ,Conscientiousness_vs_Disinhibition,4,0.3653627731129741,0.6713148786046894,0.5,0.5442494792791889
GLM-4.6V,ESFJ,Extraversion,4,1.0726201280465892,1.0726201280465892,1.0,1.0
GLM-4.6V,ESFJ,Neuroticism,3,0.9339630389635243,0.9863685475742566,0.3333333333333333,0.9468702558089352
GLM-4.6V,ESFJ,Agreeableness_vs_Antagonism,4,0.896935705986954,0.896935705986954,1.0,1.0
GLM-4.6V,ESFJ,Conscientiousness_vs_Disinhibition,4,0.6929192168577151,0.6929192168577151,1.0,1.0
GLM-4.6V,ENFJ,Extraversion,4,1.1873138366007867,1.1873138366007867,1.0,1.0
GLM-4.6V,ENFJ,Neuroticism,3,1.1808214930570926,1.2226704963361668,0.3333333333333333,0.9657724600336083
GLM-4.6V,ENFJ,Agreeableness_vs_Antagonism,4,0.9785104431074012,0.9785104431074012,1.0,1.0
GLM-4.6V,ENFJ,Conscientiousness_vs_Disinhibition,4,0.31777170825280787,0.4674144371660873,0.5,0.6798500067294528
GLM-4.6V,ENTJ,Extraversion,4,0.9262408314667887,0.9621136122628636,0.5,0.962714610479626
GLM-4.6V,ENTJ,Neuroticism,3,-0.5097565910044589,0.5097565910044589,1.0,1.0
GLM-4.6V,ENTJ,Agreeableness_vs_Antagonism,4,-1.1616348334897546,1.3806214254388067,0.5,0.8413854892339868
GLM-4.6V,ENTJ,Conscientiousness_vs_Disinhibition,4,-0.26589358593275225,0.6040125358477704,0.3333333333333333,0.4402120322876305
GPT 5.2,ISTJ,Extraversion,4,-0.6756086086221417,1.0938692569720616,0.5,0.61763195584479
GPT 5.2,ISTJ,Neuroticism,3,-0.6223340851585113,0.9616545925465892,0.3333333333333333,0.6471492883016218
GPT 5.2,ISTJ,Agreeableness_vs_Antagonism,4,0.5450960932362585,0.5450960932362585,1.0,1.0
GPT 5.2,ISTJ,Conscientiousness_vs_Disinhibition,4,0.9897739397036591,0.9897739397036591,1.0,1.0
GPT 5.2,ISFJ,Extraversion,4,-0.3227143171150134,0.4534207697243634,0.5,0.7117325421841459
GPT 5.2,ISFJ,Neuroticism,3,1.109981022656958,1.7383444352556652,0.3333333333333333,0.6385276704347195
GPT 5.2,ISFJ,Agreeableness_vs_Antagonism,4,0.9307450930135659,0.9307450930135659,1.0,1.0
GPT 5.2,ISFJ,Conscientiousness_vs_Disinhibition,4,0.981579726930478,0.981579726930478,1.0,1.0
GPT 5.2,INFJ,Extraversion,4,-0.7103354892566086,0.7103354892566086,1.0,1.0
GPT 5.2,INFJ,Neuroticism,3,1.482967583511981,1.9122654669994181,0.3333333333333333,0.7755029880024666
GPT 5.2,INFJ,Agreeableness_vs_Antagonism,4,0.8214767442344405,0.8214767442344405,1.0,1.0
GPT 5.2,INFJ,Conscientiousness_vs_Disinhibition,4,0.8069222691338471,0.9316245432282467,0.5,0.8661453532962069
GPT 5.2,INTJ,Extraversion,4,-0.7002305737411941,1.092349931569244,0.5,0.6410313705382482
GPT 5.2,INTJ,Neuroticism,3,-0.8575729266469407,0.9253556074869106,0.3333333333333333,0.9267495865464579
GPT 5.2,INTJ,Agreeableness_vs_Antagonism,4,0.052400642997727356,0.48623444085600553,0.3333333333333333,0.10776826689914668
GPT 5.2,INTJ,Conscientiousness_vs_Disinhibition,4,0.45467113880396987,0.5793734128983694,0.3333333333333333,0.784763554353375
GPT 5.2,ISTP,Extraversion,4,-0.6751138629170939,0.9365267681357938,0.5,0.7208697988002455
GPT 5.2,ISTP,Neuroticism,3,-0.7395888302418179,0.7395888302418179,1.0,1.0
GPT 5.2,ISTP,Agreeableness_vs_Antagonism,4,-0.15704948166052893,0.21268282626722465,0.5,0.7384210771357939
GPT 5.2,ISTP,Conscientiousness_vs_Disinhibition,4,-0.4010710078331804,0.4718449108276167,0.3333333333333333,0.8500060054260228
GPT 5.2,ISFP,Extraversion,4,-0.5922551671732252,0.5922551671732252,1.0,1.0
GPT 5.2,ISFP,Neuroticism,3,1.2486205439571472,1.6674875947954462,0.3333333333333333,0.748803498061596
GPT 5.2,ISFP,Agreeableness_vs_Antagonism,4,0.7967987090459011,0.7967987090459011,1.0,1.0
GPT 5.2,ISFP,Conscientiousness_vs_Disinhibition,4,-0.17653815230841796,0.782009492074482,0.3333333333333333,0.2257493727347285
GPT 5.2,INFP,Extraversion,4,-0.9383693409474696,0.9383693409474696,1.0,1.0
GPT 5.2,INFP,Neuroticism,3,1.7854053320134262,1.7854053320134262,1.0,1.0
GPT 5.2,INFP,Agreeableness_vs_Antagonism,4,0.9646900452109117,0.9646900452109117,1.0,1.0
GPT 5.2,INFP,Conscientiousness_vs_Disinhibition,4,-0.24873833770816423,0.952831542617123,0.3333333333333333,0.2610517458573629
GPT 5.2,INTP,Extraversion,4,-1.1020802843423319,1.1020802843423319,1.0,1.0
GPT 5.2,INTP,Neuroticism,3,-0.35395497802446424,0.6932754854125421,0.0,0.5105545854024234
GPT 5.2,INTP,Agreeableness_vs_Antagonism,4,0.34646007763260533,0.5778027474838922,0.3333333333333333,0.5996165285494145
GPT 5.2,INTP,Conscientiousness_vs_Disinhibition,4,-0.11762994756203021,0.6600081227096464,0.5,0.17822499983652246
GPT 5.2,ESTP,Extraversion,4,1.2974562375849246,1.2974562375849246,1.0,1.0
GPT 5.2,ESTP,Neuroticism,3,-0.6664889572802218,0.8022578705542758,0.3333333333333333,0.8307664925988798
GPT 5.2,ESTP,Agreeableness_vs_Antagonism,4,-1.1402916627801865,1.1402916627801865,1.0,1.0
GPT 5.2,ESTP,Conscientiousness_vs_Disinhibition,4,-1.2790530275736511,1.2790530275736511,1.0,1.0
GPT 5.2,ESFP,Extraversion,4,1.243654331138367,1.243654331138367,1.0,1.0
GPT 5.2,ESFP,Neuroticism,3,0.13361444495896033,1.0027667172654928,0.3333333333333333,0.13324579152698834
GPT 5.2,ESFP,Agreeableness_vs_Antagonism,4,0.3152874193871863,0.773548999349844,0.5,0.40758558236411724
GPT 5.2,ESFP,Conscientiousness_vs_Disinhibition,4,-0.7896073073089452,0.9565073411290322,0.5,0.8255109745178921
GPT 5.2,ENFP,Extraversion,4,1.1667497849755748,1.1667497849755748,1.0,1.0
GPT 5.2,ENFP,Neuroticism,3,1.064520540305481,1.6823274475725303,0.3333333333333333,0.6327665531710266
GPT 5.2,ENFP,Agreeableness_vs_Antagonism,4,0.7200120940998745,0.796389024093651,0.5,0.9040959535062667
GPT 5.2,ENFP,Conscientiousness_vs_Disinhibition,4,-0.7559640989924206,1.13144224031995,0.5,0.6681420156088997
GPT 5.2,ENTP,Extraversion,4,0.9336026355891109,0.9336026355891109,1.0,1.0
GPT 5.2,ENTP,Neuroticism,3,-0.4814781051451294,0.8207986125332075,0.3333333333333333,0.5865971235735367
GPT 5.2,ENTP,Agreeableness_vs_Antagonism,4,-0.580996669569066,0.6407610136075349,0.5,0.9067291193295439
GPT 5.2,ENTP,Conscientiousness_vs_Disinhibition,4,-1.2758635647744412,1.2758635647744412,1.0,1.0
GPT 5.2,ESTJ,Extraversion,4,0.9349450840148872,0.9349450840148872,1.0,1.0
GPT 5.2,ESTJ,Neuroticism,3,-1.0276306185770654,1.0276306185770654,1.0,1.0
GPT 5.2,ESTJ,Agreeableness_vs_Antagonism,4,0.07600063970141657,0.49766845121914377,0.3333333333333333,0.15271339687142513
GPT 5.2,ESTJ,Conscientiousness_vs_Disinhibition,4,0.851726284778566,0.9016071944163258,0.5,0.9446755638745195
GPT 5.2,ESFJ,Extraversion,4,1.1646160592165753,1.1646160592165753,1.0,1.0
GPT 5.2,ESFJ,Neuroticism,3,0.8351512525481892,1.7252908628355188,0.3333333333333333,0.48406403264410536
GPT 5.2,ESFJ,Agreeableness_vs_Antagonism,4,0.7538632939796476,0.7538632939796476,1.0,1.0
GPT 5.2,ESFJ,Conscientiousness_vs_Disinhibition,4,0.8310433753494364,0.8559838301683163,0.5,0.9708634042608308
GPT 5.2,ENFJ,Extraversion,4,1.1972544507699916,1.1972544507699916,1.0,1.0
GPT 5.2,ENFJ,Neuroticism,3,0.9436344236567797,1.9175977131847768,0.3333333333333333,0.4920919633814001
GPT 5.2,ENFJ,Agreeableness_vs_Antagonism,4,0.7668466987130887,0.7668466987130887,1.0,1.0
GPT 5.2,ENFJ,Conscientiousness_vs_Disinhibition,4,0.20178283215847098,0.9499964767248685,0.3333333333333333,0.2124037689635663
GPT 5.2,ENTJ,Extraversion,4,0.9811503634473566,0.9811503634473566,1.0,1.0
GPT 5.2,ENTJ,Neuroticism,3,-1.1375942157818395,1.1375942157818395,1.0,1.0
GPT 5.2,ENTJ,Agreeableness_vs_Antagonism,4,-0.2435299316083369,0.3547966208217281,0.5,0.6863930412987262
GPT 5.2,ENTJ,Conscientiousness_vs_Disinhibition,4,0.2641803533285199,0.5385253563361989,0.3333333333333333,0.490562515246902
GPT-5.5,ISTJ,Extraversion,4,-0.4262772168843358,1.0536681894092157,0.5,0.4045649485948194
GPT-5.5,ISTJ,Neuroticism,3,0.6341400333545185,0.6341400333545185,1.0,1.0
GPT-5.5,ISTJ,Agreeableness_vs_Antagonism,4,-0.2434041797539987,0.3964115223449669,0.5,0.6140189324319955
GPT-5.5,ISTJ,Conscientiousness_vs_Disinhibition,4,0.5759974146049391,0.5759974146049391,1.0,1.0
GPT-5.5,ISFJ,Extraversion,4,-0.5551357180011584,0.6858421706105083,0.5,0.8094219658540383
GPT-5.5,ISFJ,Neuroticism,3,2.0059246734314438,2.0059246734314438,1.0,1.0
GPT-5.5,ISFJ,Agreeableness_vs_Antagonism,4,0.44813737836037537,0.44813737836037537,1.0,1.0
GPT-5.5,ISFJ,Conscientiousness_vs_Disinhibition,4,0.558985055479266,0.558985055479266,1.0,1.0
GPT-5.5,INFJ,Extraversion,4,-0.6052150056819788,0.6052150056819788,1.0,1.0
GPT-5.5,INFJ,Neuroticism,3,2.7183840004645994,2.7183840004645994,1.0,1.0
GPT-5.5,INFJ,Agreeableness_vs_Antagonism,4,0.14316741724844856,0.18135588224533672,0.5,0.7894280321978907
GPT-5.5,INFJ,Conscientiousness_vs_Disinhibition,4,0.34745366368960795,0.42227502814624773,0.5,0.8228136653377318
GPT-5.5,INTJ,Extraversion,4,-0.5223297099193338,0.8883077772255137,0.5,0.5880053325107054
