model_name,api_kind,persona,scale,domain,n_items,mean_score,std_score,min_score,max_score,completion_status
DeepSeek-V4-Flash,chat,ENFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.5,0.5,0,1,complete
DeepSeek-V4-Flash,chat,ENFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.5,0.5,0,1,complete
DeepSeek-V4-Flash,chat,ENFJ,ZKPQ-50-CC,Sociability,50,1.0,0.0,1,1,complete
DeepSeek-V4-Flash,chat,ENTJ,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
DeepSeek-V4-Flash,chat,ENTJ,EPQR-A,Extraversion,30,0.8667,0.3399,0,1,complete
DeepSeek-V4-Flash,chat,ENTJ,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
DeepSeek-V4-Flash,chat,ENTJ,EPQR-A,Lie,30,0.6333,0.4819,0,1,complete
DeepSeek-V4-Flash,chat,ENTJ,IPIP-NEO-120,Neuroticism,120,1.1833,0.3869,1,2,complete
DeepSeek-V4-Flash,chat,ENTJ,IPIP-NEO-120,Extraversion,120,3.8167,1.42,1,5,complete
DeepSeek-V4-Flash,chat,ENTJ,IPIP-NEO-120,Openness,120,3.1583,1.6381,1,5,complete
DeepSeek-V4-Flash,chat,ENTJ,IPIP-NEO-120,Agreeableness,120,2.75,1.5825,1,5,complete
DeepSeek-V4-Flash,chat,ENTJ,IPIP-NEO-120,Conscientiousness,120,4.8,0.7483,1,5,complete
DeepSeek-V4-Flash,chat,ENTJ,SD3,Machiavellianism,45,3.6,1.7436,1,5,complete
DeepSeek-V4-Flash,chat,ENTJ,SD3,Narcissism,45,4.5778,1.2016,1,5,complete
DeepSeek-V4-Flash,chat,ENTJ,SD3,Psychopathy,45,2.7556,1.7147,1,5,complete
DeepSeek-V4-Flash,chat,ENTJ,ZKPQ-50-CC,Activity,50,1.0,0.0,1,1,complete
DeepSeek-V4-Flash,chat,ENTJ,ZKPQ-50-CC,Aggression-Hostility,50,0.84,0.3666,0,1,complete
DeepSeek-V4-Flash,chat,ENTJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.36,0.48,0,1,complete
DeepSeek-V4-Flash,chat,ENTJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
DeepSeek-V4-Flash,chat,ENTJ,ZKPQ-50-CC,Sociability,50,0.58,0.4936,0,1,complete
DeepSeek-V4-Pro,chat,Default,EPQR-A,Psychoticism,30,0.2,0.4,0,1,complete
DeepSeek-V4-Pro,chat,Default,EPQR-A,Extraversion,30,0.4667,0.4989,0,1,complete
DeepSeek-V4-Pro,chat,Default,EPQR-A,Neuroticism,30,0.2667,0.4422,0,1,complete
DeepSeek-V4-Pro,chat,Default,EPQR-A,Lie,30,0.1667,0.3727,0,1,complete
DeepSeek-V4-Pro,chat,Default,IPIP-NEO-120,Neuroticism,120,2.6667,0.8975,1,5,complete
DeepSeek-V4-Pro,chat,Default,IPIP-NEO-120,Extraversion,120,3.2333,0.9286,1,5,complete
DeepSeek-V4-Pro,chat,Default,IPIP-NEO-120,Openness,120,3.8,0.9363,2,5,complete
DeepSeek-V4-Pro,chat,Default,IPIP-NEO-120,Agreeableness,120,3.9833,0.9035,2,5,complete
DeepSeek-V4-Pro,chat,Default,IPIP-NEO-120,Conscientiousness,120,3.9667,0.8557,2,5,complete
DeepSeek-V4-Pro,chat,Default,SD3,Machiavellianism,45,2.7333,1.2719,1,5,complete
DeepSeek-V4-Pro,chat,Default,SD3,Narcissism,45,2.6889,0.9146,1,4,complete
DeepSeek-V4-Pro,chat,Default,SD3,Psychopathy,45,1.8,0.8327,1,5,complete
DeepSeek-V4-Pro,chat,Default,ZKPQ-50-CC,Activity,50,0.4,0.4899,0,1,complete
DeepSeek-V4-Pro,chat,Default,ZKPQ-50-CC,Aggression-Hostility,50,0.34,0.4737,0,1,complete
DeepSeek-V4-Pro,chat,Default,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.6,0.4899,0,1,complete
DeepSeek-V4-Pro,chat,Default,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.74,0.4386,0,1,complete
DeepSeek-V4-Pro,chat,Default,ZKPQ-50-CC,Sociability,50,0.16,0.3666,0,1,complete
DeepSeek-V4-Pro,chat,ISTJ,EPQR-A,Psychoticism,30,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,ISTJ,EPQR-A,Extraversion,30,0.0667,0.2494,0,1,complete
DeepSeek-V4-Pro,chat,ISTJ,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,ISTJ,EPQR-A,Lie,30,0.8333,0.3727,0,1,complete
DeepSeek-V4-Pro,chat,ISTJ,IPIP-NEO-120,Neuroticism,120,1.85,0.7489,1,4,complete
DeepSeek-V4-Pro,chat,ISTJ,IPIP-NEO-120,Extraversion,120,2.1583,0.9746,1,5,complete
DeepSeek-V4-Pro,chat,ISTJ,IPIP-NEO-120,Openness,120,2.1917,0.9156,1,5,complete
DeepSeek-V4-Pro,chat,ISTJ,IPIP-NEO-120,Agreeableness,120,3.775,1.0203,2,5,complete
DeepSeek-V4-Pro,chat,ISTJ,IPIP-NEO-120,Conscientiousness,120,4.8667,0.4269,3,5,complete
DeepSeek-V4-Pro,chat,ISTJ,SD3,Machiavellianism,45,2.5778,1.2016,1,5,complete
DeepSeek-V4-Pro,chat,ISTJ,SD3,Narcissism,45,2.4667,0.9568,1,4,complete
DeepSeek-V4-Pro,chat,ISTJ,SD3,Psychopathy,45,1.4222,0.537,1,3,complete
DeepSeek-V4-Pro,chat,ISTJ,ZKPQ-50-CC,Activity,50,0.52,0.4996,0,1,complete
DeepSeek-V4-Pro,chat,ISTJ,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
DeepSeek-V4-Pro,chat,ISTJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,ISTJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.02,0.14,0,1,complete
DeepSeek-V4-Pro,chat,ISTJ,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,ISFJ,EPQR-A,Psychoticism,30,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,ISFJ,EPQR-A,Extraversion,30,0.1667,0.3727,0,1,complete
DeepSeek-V4-Pro,chat,ISFJ,EPQR-A,Neuroticism,30,0.4333,0.4955,0,1,complete
DeepSeek-V4-Pro,chat,ISFJ,EPQR-A,Lie,30,0.6667,0.4714,0,1,complete
DeepSeek-V4-Pro,chat,ISFJ,IPIP-NEO-120,Neuroticism,120,2.5333,0.9123,1,5,complete
DeepSeek-V4-Pro,chat,ISFJ,IPIP-NEO-120,Extraversion,120,2.475,0.9913,1,4,complete
DeepSeek-V4-Pro,chat,ISFJ,IPIP-NEO-120,Openness,120,2.9333,1.0625,1,5,complete
DeepSeek-V4-Pro,chat,ISFJ,IPIP-NEO-120,Agreeableness,120,4.5,0.7303,2,5,complete
DeepSeek-V4-Pro,chat,ISFJ,IPIP-NEO-120,Conscientiousness,120,4.6583,0.5552,3,5,complete
DeepSeek-V4-Pro,chat,ISFJ,SD3,Machiavellianism,45,2.5333,1.392,1,5,complete
DeepSeek-V4-Pro,chat,ISFJ,SD3,Narcissism,45,2.2222,0.6957,1,4,complete
DeepSeek-V4-Pro,chat,ISFJ,SD3,Psychopathy,45,1.2667,0.4422,1,2,complete
DeepSeek-V4-Pro,chat,ISFJ,ZKPQ-50-CC,Activity,50,0.24,0.4271,0,1,complete
DeepSeek-V4-Pro,chat,ISFJ,ZKPQ-50-CC,Aggression-Hostility,50,0.06,0.2375,0,1,complete
DeepSeek-V4-Pro,chat,ISFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,ISFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.48,0.4996,0,1,complete
DeepSeek-V4-Pro,chat,ISFJ,ZKPQ-50-CC,Sociability,50,0.42,0.4936,0,1,complete
DeepSeek-V4-Pro,chat,INFJ,EPQR-A,Psychoticism,30,0.1,0.3,0,1,complete
DeepSeek-V4-Pro,chat,INFJ,EPQR-A,Extraversion,30,0.0667,0.2494,0,1,complete
DeepSeek-V4-Pro,chat,INFJ,EPQR-A,Neuroticism,30,0.8333,0.3727,0,1,complete
DeepSeek-V4-Pro,chat,INFJ,EPQR-A,Lie,30,0.4333,0.4955,0,1,complete
DeepSeek-V4-Pro,chat,INFJ,IPIP-NEO-120,Neuroticism,120,2.6333,0.9826,1,4,complete
DeepSeek-V4-Pro,chat,INFJ,IPIP-NEO-120,Extraversion,120,2.7167,1.0503,1,5,complete
DeepSeek-V4-Pro,chat,INFJ,IPIP-NEO-120,Openness,120,4.3333,0.9068,2,5,complete
DeepSeek-V4-Pro,chat,INFJ,IPIP-NEO-120,Agreeableness,120,4.3,1.0132,2,5,complete
DeepSeek-V4-Pro,chat,INFJ,IPIP-NEO-120,Conscientiousness,120,4.4833,0.6189,2,5,complete
DeepSeek-V4-Pro,chat,INFJ,SD3,Machiavellianism,45,2.4222,1.2735,1,4,complete
DeepSeek-V4-Pro,chat,INFJ,SD3,Narcissism,45,2.7778,0.9402,1,4,complete
DeepSeek-V4-Pro,chat,INFJ,SD3,Psychopathy,45,1.4667,0.5416,1,3,complete
DeepSeek-V4-Pro,chat,INFJ,ZKPQ-50-CC,Activity,50,0.12,0.325,0,1,complete
DeepSeek-V4-Pro,chat,INFJ,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
DeepSeek-V4-Pro,chat,INFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.04,0.196,0,1,complete
DeepSeek-V4-Pro,chat,INFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.54,0.4984,0,1,complete
DeepSeek-V4-Pro,chat,INFJ,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,INTJ,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
DeepSeek-V4-Pro,chat,INTJ,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,INTJ,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,INTJ,EPQR-A,Lie,30,0.5,0.5,0,1,complete
DeepSeek-V4-Pro,chat,INTJ,IPIP-NEO-120,Neuroticism,120,1.8833,0.7658,1,4,complete
DeepSeek-V4-Pro,chat,INTJ,IPIP-NEO-120,Extraversion,120,2.3333,1.3123,1,5,complete
DeepSeek-V4-Pro,chat,INTJ,IPIP-NEO-120,Openness,120,3.6167,1.2054,1,5,complete
DeepSeek-V4-Pro,chat,INTJ,IPIP-NEO-120,Agreeableness,120,2.9667,1.1827,1,5,complete
DeepSeek-V4-Pro,chat,INTJ,IPIP-NEO-120,Conscientiousness,120,4.5917,0.7011,2,5,complete
DeepSeek-V4-Pro,chat,INTJ,SD3,Machiavellianism,45,3.8222,1.0809,1,5,complete
DeepSeek-V4-Pro,chat,INTJ,SD3,Narcissism,45,3.0444,1.1538,1,5,complete
DeepSeek-V4-Pro,chat,INTJ,SD3,Psychopathy,45,2.2444,1.3525,1,5,complete
DeepSeek-V4-Pro,chat,INTJ,ZKPQ-50-CC,Activity,50,0.42,0.4936,0,1,complete
DeepSeek-V4-Pro,chat,INTJ,ZKPQ-50-CC,Aggression-Hostility,50,0.34,0.4737,0,1,complete
DeepSeek-V4-Pro,chat,INTJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,INTJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.02,0.14,0,1,complete
DeepSeek-V4-Pro,chat,INTJ,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,ISTP,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
DeepSeek-V4-Pro,chat,ISTP,EPQR-A,Extraversion,30,0.1667,0.3727,0,1,complete
DeepSeek-V4-Pro,chat,ISTP,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,ISTP,EPQR-A,Lie,30,0.3,0.4583,0,1,complete
DeepSeek-V4-Pro,chat,ISTP,IPIP-NEO-120,Neuroticism,120,2.15,0.6007,1,4,complete
DeepSeek-V4-Pro,chat,ISTP,IPIP-NEO-120,Extraversion,120,2.5333,0.9568,1,5,complete
DeepSeek-V4-Pro,chat,ISTP,IPIP-NEO-120,Openness,120,3.0083,0.8708,1,5,complete
DeepSeek-V4-Pro,chat,ISTP,IPIP-NEO-120,Agreeableness,120,3.4417,0.9018,2,5,complete
DeepSeek-V4-Pro,chat,ISTP,IPIP-NEO-120,Conscientiousness,120,3.4667,0.9911,2,5,complete
DeepSeek-V4-Pro,chat,ISTP,SD3,Machiavellianism,45,2.8444,1.0101,1,4,complete
DeepSeek-V4-Pro,chat,ISTP,SD3,Narcissism,45,2.5333,0.8844,1,4,complete
DeepSeek-V4-Pro,chat,ISTP,SD3,Psychopathy,45,2.5111,0.8061,1,4,complete
DeepSeek-V4-Pro,chat,ISTP,ZKPQ-50-CC,Activity,50,0.24,0.4271,0,1,complete
DeepSeek-V4-Pro,chat,ISTP,ZKPQ-50-CC,Aggression-Hostility,50,0.28,0.449,0,1,complete
DeepSeek-V4-Pro,chat,ISTP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.7,0.4583,0,1,complete
DeepSeek-V4-Pro,chat,ISTP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,ISTP,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,ISFP,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
DeepSeek-V4-Pro,chat,ISFP,EPQR-A,Extraversion,30,0.2,0.4,0,1,complete
DeepSeek-V4-Pro,chat,ISFP,EPQR-A,Neuroticism,30,0.4667,0.4989,0,1,complete
DeepSeek-V4-Pro,chat,ISFP,EPQR-A,Lie,30,0.4,0.4899,0,1,complete
DeepSeek-V4-Pro,chat,ISFP,IPIP-NEO-120,Neuroticism,120,2.9,0.8206,1,4,complete
DeepSeek-V4-Pro,chat,ISFP,IPIP-NEO-120,Extraversion,120,2.6667,0.9068,1,5,complete
DeepSeek-V4-Pro,chat,ISFP,IPIP-NEO-120,Openness,120,3.7833,1.066,1,5,complete
DeepSeek-V4-Pro,chat,ISFP,IPIP-NEO-120,Agreeableness,120,4.2583,0.8514,2,5,complete
DeepSeek-V4-Pro,chat,ISFP,IPIP-NEO-120,Conscientiousness,120,3.5417,0.8051,2,5,complete
DeepSeek-V4-Pro,chat,ISFP,SD3,Machiavellianism,45,2.1778,1.1013,1,4,complete
DeepSeek-V4-Pro,chat,ISFP,SD3,Narcissism,45,2.1333,0.5416,1,3,complete
DeepSeek-V4-Pro,chat,ISFP,SD3,Psychopathy,45,1.7556,0.4298,1,2,complete
DeepSeek-V4-Pro,chat,ISFP,ZKPQ-50-CC,Activity,50,0.02,0.14,0,1,complete
DeepSeek-V4-Pro,chat,ISFP,ZKPQ-50-CC,Aggression-Hostility,50,0.18,0.3842,0,1,complete
DeepSeek-V4-Pro,chat,ISFP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.66,0.4737,0,1,complete
DeepSeek-V4-Pro,chat,ISFP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.6,0.4899,0,1,complete
DeepSeek-V4-Pro,chat,ISFP,ZKPQ-50-CC,Sociability,50,0.02,0.14,0,1,complete
DeepSeek-V4-Pro,chat,INFP,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
DeepSeek-V4-Pro,chat,INFP,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,INFP,EPQR-A,Neuroticism,30,0.8,0.4,0,1,complete
DeepSeek-V4-Pro,chat,INFP,EPQR-A,Lie,30,0.2667,0.4422,0,1,complete
DeepSeek-V4-Pro,chat,INFP,IPIP-NEO-120,Neuroticism,120,2.975,0.88,1,5,complete
DeepSeek-V4-Pro,chat,INFP,IPIP-NEO-120,Extraversion,120,2.75,0.9242,1,5,complete
DeepSeek-V4-Pro,chat,INFP,IPIP-NEO-120,Openness,120,4.4833,0.7414,2,5,complete
DeepSeek-V4-Pro,chat,INFP,IPIP-NEO-120,Agreeableness,120,4.35,0.9097,2,5,complete
DeepSeek-V4-Pro,chat,INFP,IPIP-NEO-120,Conscientiousness,120,3.6583,0.953,2,5,complete
DeepSeek-V4-Pro,chat,INFP,SD3,Machiavellianism,45,1.8667,0.6532,1,3,complete
DeepSeek-V4-Pro,chat,INFP,SD3,Narcissism,45,2.4444,0.747,1,4,complete
DeepSeek-V4-Pro,chat,INFP,SD3,Psychopathy,45,1.4889,0.6871,1,4,complete
DeepSeek-V4-Pro,chat,INFP,ZKPQ-50-CC,Activity,50,0.02,0.14,0,1,complete
DeepSeek-V4-Pro,chat,INFP,ZKPQ-50-CC,Aggression-Hostility,50,0.18,0.3842,0,1,complete
DeepSeek-V4-Pro,chat,INFP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.54,0.4984,0,1,complete
DeepSeek-V4-Pro,chat,INFP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.74,0.4386,0,1,complete
DeepSeek-V4-Pro,chat,INFP,ZKPQ-50-CC,Sociability,50,0.06,0.2375,0,1,complete
DeepSeek-V4-Pro,chat,INTP,EPQR-A,Psychoticism,30,0.2667,0.4422,0,1,complete
DeepSeek-V4-Pro,chat,INTP,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,INTP,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,INTP,EPQR-A,Lie,30,0.3333,0.4714,0,1,complete
DeepSeek-V4-Pro,chat,INTP,IPIP-NEO-120,Neuroticism,120,2.275,0.6827,1,4,complete
DeepSeek-V4-Pro,chat,INTP,IPIP-NEO-120,Extraversion,120,2.0083,0.6519,1,4,complete
DeepSeek-V4-Pro,chat,INTP,IPIP-NEO-120,Openness,120,3.8333,0.9516,1,5,complete
DeepSeek-V4-Pro,chat,INTP,IPIP-NEO-120,Agreeableness,120,3.425,0.9279,2,5,complete
DeepSeek-V4-Pro,chat,INTP,IPIP-NEO-120,Conscientiousness,120,3.1917,0.9336,1,5,complete
DeepSeek-V4-Pro,chat,INTP,SD3,Machiavellianism,45,2.7111,0.9098,1,4,complete
DeepSeek-V4-Pro,chat,INTP,SD3,Narcissism,45,2.2444,0.7932,1,4,complete
DeepSeek-V4-Pro,chat,INTP,SD3,Psychopathy,45,2.0667,0.7118,1,4,complete
DeepSeek-V4-Pro,chat,INTP,ZKPQ-50-CC,Activity,50,0.04,0.196,0,1,complete
DeepSeek-V4-Pro,chat,INTP,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
DeepSeek-V4-Pro,chat,INTP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.22,0.4142,0,1,complete
DeepSeek-V4-Pro,chat,INTP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.02,0.14,0,1,complete
DeepSeek-V4-Pro,chat,INTP,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,ESTP,EPQR-A,Psychoticism,30,0.4667,0.4989,0,1,complete
DeepSeek-V4-Pro,chat,ESTP,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
DeepSeek-V4-Pro,chat,ESTP,EPQR-A,Neuroticism,30,0.1,0.3,0,1,complete
DeepSeek-V4-Pro,chat,ESTP,EPQR-A,Lie,30,0.1333,0.3399,0,1,complete
DeepSeek-V4-Pro,chat,ESTP,IPIP-NEO-120,Neuroticism,120,2.1833,0.9915,1,5,complete
DeepSeek-V4-Pro,chat,ESTP,IPIP-NEO-120,Extraversion,120,4.6667,0.4714,4,5,complete
DeepSeek-V4-Pro,chat,ESTP,IPIP-NEO-120,Openness,120,2.8417,1.1761,1,5,complete
DeepSeek-V4-Pro,chat,ESTP,IPIP-NEO-120,Agreeableness,120,3.2667,1.0858,1,5,complete
DeepSeek-V4-Pro,chat,ESTP,IPIP-NEO-120,Conscientiousness,120,3.3167,1.2516,1,5,complete
DeepSeek-V4-Pro,chat,ESTP,SD3,Machiavellianism,45,3.4,1.0198,1,5,complete
DeepSeek-V4-Pro,chat,ESTP,SD3,Narcissism,45,3.8444,0.8681,2,5,complete
DeepSeek-V4-Pro,chat,ESTP,SD3,Psychopathy,45,3.5778,0.8297,2,5,complete
DeepSeek-V4-Pro,chat,ESTP,ZKPQ-50-CC,Activity,50,0.98,0.14,0,1,complete
DeepSeek-V4-Pro,chat,ESTP,ZKPQ-50-CC,Aggression-Hostility,50,0.76,0.4271,0,1,complete
DeepSeek-V4-Pro,chat,ESTP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,1.0,0.0,1,1,complete
DeepSeek-V4-Pro,chat,ESTP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.02,0.14,0,1,complete
DeepSeek-V4-Pro,chat,ESTP,ZKPQ-50-CC,Sociability,50,0.92,0.2713,0,1,complete
DeepSeek-V4-Pro,chat,ESFP,EPQR-A,Psychoticism,30,0.4333,0.4955,0,1,complete
DeepSeek-V4-Pro,chat,ESFP,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
DeepSeek-V4-Pro,chat,ESFP,EPQR-A,Neuroticism,30,0.3333,0.4714,0,1,complete
DeepSeek-V4-Pro,chat,ESFP,EPQR-A,Lie,30,0.2,0.4,0,1,complete
DeepSeek-V4-Pro,chat,ESFP,IPIP-NEO-120,Neuroticism,120,2.3333,1.0515,1,5,complete
DeepSeek-V4-Pro,chat,ESFP,IPIP-NEO-120,Extraversion,120,4.775,0.4737,2,5,complete
DeepSeek-V4-Pro,chat,ESFP,IPIP-NEO-120,Openness,120,3.6917,1.2636,1,5,complete
DeepSeek-V4-Pro,chat,ESFP,IPIP-NEO-120,Agreeableness,120,4.2583,0.9789,1,5,complete
DeepSeek-V4-Pro,chat,ESFP,IPIP-NEO-120,Conscientiousness,120,3.275,1.2313,1,5,complete
DeepSeek-V4-Pro,chat,ESFP,SD3,Machiavellianism,45,2.4667,1.1662,1,5,complete
DeepSeek-V4-Pro,chat,ESFP,SD3,Narcissism,45,4.0222,0.8297,1,5,complete
DeepSeek-V4-Pro,chat,ESFP,SD3,Psychopathy,45,2.5778,1.1252,1,5,complete
DeepSeek-V4-Pro,chat,ESFP,ZKPQ-50-CC,Activity,50,0.62,0.4854,0,1,complete
DeepSeek-V4-Pro,chat,ESFP,ZKPQ-50-CC,Aggression-Hostility,50,0.38,0.4854,0,1,complete
DeepSeek-V4-Pro,chat,ESFP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,1.0,0.0,1,1,complete
DeepSeek-V4-Pro,chat,ESFP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.14,0.347,0,1,complete
DeepSeek-V4-Pro,chat,ESFP,ZKPQ-50-CC,Sociability,50,1.0,0.0,1,1,complete
DeepSeek-V4-Pro,chat,ENFP,EPQR-A,Psychoticism,30,0.5,0.5,0,1,complete
DeepSeek-V4-Pro,chat,ENFP,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
DeepSeek-V4-Pro,chat,ENFP,EPQR-A,Neuroticism,30,0.6333,0.4819,0,1,complete
DeepSeek-V4-Pro,chat,ENFP,EPQR-A,Lie,30,0.1667,0.3727,0,1,complete
DeepSeek-V4-Pro,chat,ENFP,IPIP-NEO-120,Neuroticism,120,2.675,0.9144,1,5,complete
DeepSeek-V4-Pro,chat,ENFP,IPIP-NEO-120,Extraversion,120,4.6167,0.5352,3,5,complete
DeepSeek-V4-Pro,chat,ENFP,IPIP-NEO-120,Openness,120,4.725,0.4465,4,5,complete
DeepSeek-V4-Pro,chat,ENFP,IPIP-NEO-120,Agreeableness,120,4.3,0.9626,2,5,complete
DeepSeek-V4-Pro,chat,ENFP,IPIP-NEO-120,Conscientiousness,120,3.325,1.2791,1,5,complete
DeepSeek-V4-Pro,chat,ENFP,SD3,Machiavellianism,45,2.1333,0.8844,1,4,complete
DeepSeek-V4-Pro,chat,ENFP,SD3,Narcissism,45,4.0,0.6667,2,5,complete
DeepSeek-V4-Pro,chat,ENFP,SD3,Psychopathy,45,2.2667,0.6464,1,4,complete
DeepSeek-V4-Pro,chat,ENFP,ZKPQ-50-CC,Activity,50,0.7,0.4583,0,1,complete
DeepSeek-V4-Pro,chat,ENFP,ZKPQ-50-CC,Aggression-Hostility,50,0.28,0.449,0,1,complete
DeepSeek-V4-Pro,chat,ENFP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,1.0,0.0,1,1,complete
DeepSeek-V4-Pro,chat,ENFP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.46,0.4984,0,1,complete
DeepSeek-V4-Pro,chat,ENFP,ZKPQ-50-CC,Sociability,50,1.0,0.0,1,1,complete
DeepSeek-V4-Pro,chat,ENTP,EPQR-A,Psychoticism,30,0.5,0.5,0,1,complete
DeepSeek-V4-Pro,chat,ENTP,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
DeepSeek-V4-Pro,chat,ENTP,EPQR-A,Neuroticism,30,0.0333,0.1795,0,1,complete
DeepSeek-V4-Pro,chat,ENTP,EPQR-A,Lie,30,0.1667,0.3727,0,1,complete
DeepSeek-V4-Pro,chat,ENTP,IPIP-NEO-120,Neuroticism,120,2.3167,0.9035,1,5,complete
DeepSeek-V4-Pro,chat,ENTP,IPIP-NEO-120,Extraversion,120,4.2417,0.4999,3,5,complete
DeepSeek-V4-Pro,chat,ENTP,IPIP-NEO-120,Openness,120,4.275,0.856,2,5,complete
DeepSeek-V4-Pro,chat,ENTP,IPIP-NEO-120,Agreeableness,120,3.25,0.849,1,5,complete
DeepSeek-V4-Pro,chat,ENTP,IPIP-NEO-120,Conscientiousness,120,3.0333,1.0949,1,5,complete
DeepSeek-V4-Pro,chat,ENTP,SD3,Machiavellianism,45,3.2889,0.9098,2,5,complete
DeepSeek-V4-Pro,chat,ENTP,SD3,Narcissism,45,3.9111,0.4629,2,5,complete
DeepSeek-V4-Pro,chat,ENTP,SD3,Psychopathy,45,3.1333,0.8589,2,4,complete
DeepSeek-V4-Pro,chat,ENTP,ZKPQ-50-CC,Activity,50,0.6,0.4899,0,1,complete
DeepSeek-V4-Pro,chat,ENTP,ZKPQ-50-CC,Aggression-Hostility,50,0.66,0.4737,0,1,complete
DeepSeek-V4-Pro,chat,ENTP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.98,0.14,0,1,complete
DeepSeek-V4-Pro,chat,ENTP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.06,0.2375,0,1,complete
DeepSeek-V4-Pro,chat,ENTP,ZKPQ-50-CC,Sociability,50,0.86,0.347,0,1,complete
DeepSeek-V4-Pro,chat,ESTJ,EPQR-A,Psychoticism,30,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,ESTJ,EPQR-A,Extraversion,30,0.6667,0.4714,0,1,complete
DeepSeek-V4-Pro,chat,ESTJ,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
DeepSeek-V4-Pro,chat,ESTJ,EPQR-A,Lie,30,0.7333,0.4422,0,1,complete
DeepSeek-V4-Pro,chat,ESTJ,IPIP-NEO-120,Neuroticism,120,1.7083,0.7461,1,4,complete
