model,persona,condition,scale,domain,agreement
DeepSeek-V4-Flash,ESTP,MBTI,ZKPQ-50-CC,Activity,1.0
DeepSeek-V4-Flash,ESTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.9428571428571428
DeepSeek-V4-Flash,ESTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.9777777777777777
DeepSeek-V4-Flash,ESTP,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V4-Flash,ESFP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V4-Flash,ESFP,MBTI,EPQR-A,Lie,0.95
DeepSeek-V4-Flash,ESFP,MBTI,IPIP-NEO-120,Agreeableness,0.7886554621848738
DeepSeek-V4-Flash,ESFP,MBTI,IPIP-NEO-120,Conscientiousness,0.47016806722689086
DeepSeek-V4-Flash,ESFP,MBTI,IPIP-NEO-120,Extraversion,0.9238095238095241
DeepSeek-V4-Flash,ESFP,MBTI,IPIP-NEO-120,Neuroticism,0.8326315789473685
DeepSeek-V4-Flash,ESFP,MBTI,IPIP-NEO-120,Openness,0.9199999999999999
DeepSeek-V4-Flash,ESFP,MBTI,SD3,Narcissism,0.6250000000000001
DeepSeek-V4-Flash,ESFP,MBTI,SD3,Psychopathy,0.767857142857143
DeepSeek-V4-Flash,ESFP,MBTI,ZKPQ-50-CC,Activity,1.0
DeepSeek-V4-Flash,ESFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.9904761904761905
DeepSeek-V4-Flash,ESFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8444444444444444
DeepSeek-V4-Flash,ESFP,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V4-Flash,ENFP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V4-Flash,ENFP,MBTI,EPQR-A,Lie,0.7
DeepSeek-V4-Flash,ENFP,MBTI,IPIP-NEO-120,Agreeableness,0.7970588235294115
DeepSeek-V4-Flash,ENFP,MBTI,IPIP-NEO-120,Conscientiousness,0.46134453781512597
DeepSeek-V4-Flash,ENFP,MBTI,IPIP-NEO-120,Extraversion,0.8690476190476191
DeepSeek-V4-Flash,ENFP,MBTI,IPIP-NEO-120,Neuroticism,0.8500000000000001
DeepSeek-V4-Flash,ENFP,MBTI,IPIP-NEO-120,Openness,0.9388888888888889
DeepSeek-V4-Flash,ENFP,MBTI,SD3,Narcissism,0.7999999999999998
DeepSeek-V4-Flash,ENFP,MBTI,SD3,Psychopathy,0.9857142857142858
DeepSeek-V4-Flash,ENFP,MBTI,ZKPQ-50-CC,Activity,0.875
DeepSeek-V4-Flash,ENFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.5904761904761906
DeepSeek-V4-Flash,ENFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.5555555555555556
DeepSeek-V4-Flash,ENFP,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V4-Flash,ENTP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V4-Flash,ENTP,MBTI,EPQR-A,Lie,0.8
DeepSeek-V4-Flash,ENTP,MBTI,IPIP-NEO-120,Agreeableness,0.980672268907563
DeepSeek-V4-Flash,ENTP,MBTI,IPIP-NEO-120,Conscientiousness,0.6037815126050421
DeepSeek-V4-Flash,ENTP,MBTI,IPIP-NEO-120,Extraversion,0.8976190476190478
DeepSeek-V4-Flash,ENTP,MBTI,IPIP-NEO-120,Neuroticism,0.7478947368421052
DeepSeek-V4-Flash,ENTP,MBTI,IPIP-NEO-120,Openness,0.9244444444444442
DeepSeek-V4-Flash,ENTP,MBTI,SD3,Narcissism,0.9666666666666668
DeepSeek-V4-Flash,ENTP,MBTI,SD3,Psychopathy,0.625
DeepSeek-V4-Flash,ENTP,MBTI,ZKPQ-50-CC,Activity,0.8
DeepSeek-V4-Flash,ENTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.9142857142857144
DeepSeek-V4-Flash,ENTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.9555555555555556
DeepSeek-V4-Flash,ENTP,MBTI,ZKPQ-50-CC,Sociability,0.7666666666666666
DeepSeek-V4-Flash,ESTJ,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V4-Flash,ESTJ,MBTI,EPQR-A,Lie,0.75
DeepSeek-V4-Flash,ESTJ,MBTI,IPIP-NEO-120,Agreeableness,0.8042016806722688
DeepSeek-V4-Flash,ESTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.823109243697479
DeepSeek-V4-Flash,ESTJ,MBTI,IPIP-NEO-120,Extraversion,0.8476190476190476
DeepSeek-V4-Flash,ESTJ,MBTI,IPIP-NEO-120,Neuroticism,0.9878947368421054
DeepSeek-V4-Flash,ESTJ,MBTI,IPIP-NEO-120,Openness,0.8711111111111112
DeepSeek-V4-Flash,ESTJ,MBTI,SD3,Narcissism,0.9166666666666666
DeepSeek-V4-Flash,ESTJ,MBTI,SD3,Psychopathy,0.6642857142857144
DeepSeek-V4-Flash,ESTJ,MBTI,ZKPQ-50-CC,Activity,1.0
DeepSeek-V4-Flash,ESTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8095238095238095
DeepSeek-V4-Flash,ESTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.6
DeepSeek-V4-Flash,ESTJ,MBTI,ZKPQ-50-CC,Sociability,0.9666666666666667
DeepSeek-V4-Flash,ESFJ,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V4-Flash,ESFJ,MBTI,EPQR-A,Lie,0.75
DeepSeek-V4-Flash,ESFJ,MBTI,IPIP-NEO-120,Agreeableness,0.9197478991596642
DeepSeek-V4-Flash,ESFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.8361344537815125
DeepSeek-V4-Flash,ESFJ,MBTI,IPIP-NEO-120,Extraversion,0.9333333333333331
DeepSeek-V4-Flash,ESFJ,MBTI,IPIP-NEO-120,Neuroticism,0.96
DeepSeek-V4-Flash,ESFJ,MBTI,IPIP-NEO-120,Openness,0.7533333333333335
DeepSeek-V4-Flash,ESFJ,MBTI,SD3,Narcissism,0.8416666666666668
DeepSeek-V4-Flash,ESFJ,MBTI,SD3,Psychopathy,0.9142857142857144
DeepSeek-V4-Flash,ESFJ,MBTI,ZKPQ-50-CC,Activity,1.0
DeepSeek-V4-Flash,ESFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.33333333333333337
DeepSeek-V4-Flash,ESFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.3111111111111111
DeepSeek-V4-Flash,ESFJ,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V4-Flash,ENFJ,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V4-Flash,ENFJ,MBTI,EPQR-A,Lie,0.95
DeepSeek-V4-Flash,ENFJ,MBTI,IPIP-NEO-120,Agreeableness,0.8827731092436975
DeepSeek-V4-Flash,ENFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.8613445378151261
DeepSeek-V4-Flash,ENFJ,MBTI,IPIP-NEO-120,Extraversion,0.8785714285714286
DeepSeek-V4-Flash,ENFJ,MBTI,IPIP-NEO-120,Neuroticism,0.9984210526315791
DeepSeek-V4-Flash,ENFJ,MBTI,IPIP-NEO-120,Openness,0.9077777777777778
DeepSeek-V4-Flash,ENFJ,MBTI,SD3,Narcissism,0.775
DeepSeek-V4-Flash,ENFJ,MBTI,SD3,Psychopathy,0.9071428571428573
DeepSeek-V4-Flash,ENFJ,MBTI,ZKPQ-50-CC,Activity,1.0
DeepSeek-V4-Flash,ENFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666667
DeepSeek-V4-Flash,ENFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.6666666666666666
DeepSeek-V4-Flash,ENFJ,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V4-Flash,ENTJ,MBTI,EPQR-A,Extraversion,0.7333333333333334
DeepSeek-V4-Flash,ENTJ,MBTI,EPQR-A,Lie,0.6
DeepSeek-V4-Flash,ENTJ,MBTI,IPIP-NEO-120,Agreeableness,0.8865546218487393
DeepSeek-V4-Flash,ENTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.8386554621848741
DeepSeek-V4-Flash,ENTJ,MBTI,IPIP-NEO-120,Extraversion,0.8523809523809526
DeepSeek-V4-Flash,ENTJ,MBTI,IPIP-NEO-120,Neuroticism,0.98
DeepSeek-V4-Flash,ENTJ,MBTI,IPIP-NEO-120,Openness,0.8677777777777778
DeepSeek-V4-Flash,ENTJ,MBTI,SD3,Narcissism,0.8416666666666666
DeepSeek-V4-Flash,ENTJ,MBTI,SD3,Psychopathy,0.7892857142857144
DeepSeek-V4-Flash,ENTJ,MBTI,ZKPQ-50-CC,Activity,1.0
DeepSeek-V4-Flash,ENTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8476190476190476
DeepSeek-V4-Flash,ENTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
DeepSeek-V4-Flash,ENTJ,MBTI,ZKPQ-50-CC,Sociability,0.7833333333333334
DeepSeek-V4-Pro,Default,Default,EPQR-A,Extraversion,0.06666666666666676
DeepSeek-V4-Pro,Default,Default,EPQR-A,Lie,0.5
DeepSeek-V4-Pro,Default,Default,IPIP-NEO-120,Agreeableness,0.9756302521008401
DeepSeek-V4-Pro,Default,Default,IPIP-NEO-120,Conscientiousness,0.9310924369747897
DeepSeek-V4-Pro,Default,Default,IPIP-NEO-120,Extraversion,0.857142857142857
DeepSeek-V4-Pro,Default,Default,IPIP-NEO-120,Neuroticism,0.8652631578947368
DeepSeek-V4-Pro,Default,Default,IPIP-NEO-120,Openness,0.7422222222222222
DeepSeek-V4-Pro,Default,Default,SD3,Narcissism,0.8083333333333333
DeepSeek-V4-Pro,Default,Default,SD3,Psychopathy,0.9035714285714285
DeepSeek-V4-Pro,Default,Default,ZKPQ-50-CC,Activity,0.5
DeepSeek-V4-Pro,Default,Default,ZKPQ-50-CC,Aggression-Hostility,0.5333333333333333
DeepSeek-V4-Pro,Default,Default,ZKPQ-50-CC,Neuroticism-Anxiety,0.1777777777777777
DeepSeek-V4-Pro,Default,Default,ZKPQ-50-CC,Sociability,0.6833333333333333
DeepSeek-V4-Pro,ISTJ,MBTI,EPQR-A,Extraversion,0.8666666666666667
DeepSeek-V4-Pro,ISTJ,MBTI,EPQR-A,Lie,0.75
DeepSeek-V4-Pro,ISTJ,MBTI,IPIP-NEO-120,Agreeableness,0.6760504201680674
DeepSeek-V4-Pro,ISTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9630252100840337
DeepSeek-V4-Pro,ISTJ,MBTI,IPIP-NEO-120,Extraversion,0.7595238095238096
DeepSeek-V4-Pro,ISTJ,MBTI,IPIP-NEO-120,Neuroticism,0.9526315789473683
DeepSeek-V4-Pro,ISTJ,MBTI,IPIP-NEO-120,Openness,0.8522222222222221
DeepSeek-V4-Pro,ISTJ,MBTI,SD3,Narcissism,0.9000000000000001
DeepSeek-V4-Pro,ISTJ,MBTI,SD3,Psychopathy,0.9285714285714286
DeepSeek-V4-Pro,ISTJ,MBTI,ZKPQ-50-CC,Activity,0.4
DeepSeek-V4-Pro,ISTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.33333333333333337
DeepSeek-V4-Pro,ISTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8
DeepSeek-V4-Pro,ISTJ,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V4-Pro,ISFJ,MBTI,EPQR-A,Extraversion,0.6666666666666667
DeepSeek-V4-Pro,ISFJ,MBTI,EPQR-A,Lie,0.9500000000000001
DeepSeek-V4-Pro,ISFJ,MBTI,IPIP-NEO-120,Agreeableness,0.9445378151260504
DeepSeek-V4-Pro,ISFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9500000000000002
DeepSeek-V4-Pro,ISFJ,MBTI,IPIP-NEO-120,Extraversion,0.9071428571428574
DeepSeek-V4-Pro,ISFJ,MBTI,IPIP-NEO-120,Neuroticism,0.9831578947368421
DeepSeek-V4-Pro,ISFJ,MBTI,IPIP-NEO-120,Openness,0.8488888888888889
DeepSeek-V4-Pro,ISFJ,MBTI,SD3,Narcissism,0.9083333333333333
DeepSeek-V4-Pro,ISFJ,MBTI,SD3,Psychopathy,0.9142857142857144
DeepSeek-V4-Pro,ISFJ,MBTI,ZKPQ-50-CC,Activity,0.7999999999999999
DeepSeek-V4-Pro,ISFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8952380952380953
DeepSeek-V4-Pro,ISFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.4222222222222223
DeepSeek-V4-Pro,ISFJ,MBTI,ZKPQ-50-CC,Sociability,0.3833333333333334
DeepSeek-V4-Pro,INFJ,MBTI,EPQR-A,Extraversion,0.8666666666666667
DeepSeek-V4-Pro,INFJ,MBTI,EPQR-A,Lie,0.6000000000000001
DeepSeek-V4-Pro,INFJ,MBTI,IPIP-NEO-120,Agreeableness,0.954621848739496
DeepSeek-V4-Pro,INFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9806722689075631
DeepSeek-V4-Pro,INFJ,MBTI,IPIP-NEO-120,Extraversion,0.9666666666666668
DeepSeek-V4-Pro,INFJ,MBTI,IPIP-NEO-120,Neuroticism,0.9263157894736842
DeepSeek-V4-Pro,INFJ,MBTI,IPIP-NEO-120,Openness,0.9199999999999999
DeepSeek-V4-Pro,INFJ,MBTI,SD3,Narcissism,0.8416666666666667
DeepSeek-V4-Pro,INFJ,MBTI,SD3,Psychopathy,0.9892857142857143
DeepSeek-V4-Pro,INFJ,MBTI,ZKPQ-50-CC,Activity,0.6499999999999999
DeepSeek-V4-Pro,INFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.33333333333333337
DeepSeek-V4-Pro,INFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.9333333333333333
DeepSeek-V4-Pro,INFJ,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V4-Pro,INTJ,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V4-Pro,INTJ,MBTI,EPQR-A,Lie,0.25
DeepSeek-V4-Pro,INTJ,MBTI,IPIP-NEO-120,Agreeableness,0.8201680672268907
DeepSeek-V4-Pro,INTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9928571428571429
DeepSeek-V4-Pro,INTJ,MBTI,IPIP-NEO-120,Extraversion,0.942857142857143
DeepSeek-V4-Pro,INTJ,MBTI,IPIP-NEO-120,Neuroticism,0.8873684210526316
DeepSeek-V4-Pro,INTJ,MBTI,IPIP-NEO-120,Openness,0.9577777777777778
DeepSeek-V4-Pro,INTJ,MBTI,SD3,Narcissism,0.8916666666666666
DeepSeek-V4-Pro,INTJ,MBTI,SD3,Psychopathy,0.7607142857142856
DeepSeek-V4-Pro,INTJ,MBTI,ZKPQ-50-CC,Activity,0.275
DeepSeek-V4-Pro,INTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.24761904761904763
DeepSeek-V4-Pro,INTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8
DeepSeek-V4-Pro,INTJ,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V4-Pro,ISTP,MBTI,EPQR-A,Extraversion,0.6666666666666667
DeepSeek-V4-Pro,ISTP,MBTI,EPQR-A,Lie,0.09999999999999998
DeepSeek-V4-Pro,ISTP,MBTI,IPIP-NEO-120,Agreeableness,0.7735294117647058
DeepSeek-V4-Pro,ISTP,MBTI,IPIP-NEO-120,Conscientiousness,0.9731092436974788
DeepSeek-V4-Pro,ISTP,MBTI,IPIP-NEO-120,Extraversion,0.9809523809523809
DeepSeek-V4-Pro,ISTP,MBTI,IPIP-NEO-120,Neuroticism,0.8957894736842106
DeepSeek-V4-Pro,ISTP,MBTI,IPIP-NEO-120,Openness,0.9522222222222223
DeepSeek-V4-Pro,ISTP,MBTI,SD3,Narcissism,0.7
DeepSeek-V4-Pro,ISTP,MBTI,SD3,Psychopathy,0.7785714285714285
DeepSeek-V4-Pro,ISTP,MBTI,ZKPQ-50-CC,Activity,0.7
DeepSeek-V4-Pro,ISTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.638095238095238
DeepSeek-V4-Pro,ISTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
DeepSeek-V4-Pro,ISTP,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V4-Pro,ISFP,MBTI,EPQR-A,Extraversion,0.7333333333333334
DeepSeek-V4-Pro,ISFP,MBTI,EPQR-A,Lie,0.25
DeepSeek-V4-Pro,ISFP,MBTI,IPIP-NEO-120,Agreeableness,0.9903361344537815
DeepSeek-V4-Pro,ISFP,MBTI,IPIP-NEO-120,Conscientiousness,0.9693277310924369
DeepSeek-V4-Pro,ISFP,MBTI,IPIP-NEO-120,Extraversion,0.8095238095238095
DeepSeek-V4-Pro,ISFP,MBTI,IPIP-NEO-120,Neuroticism,0.9431578947368422
DeepSeek-V4-Pro,ISFP,MBTI,IPIP-NEO-120,Openness,0.7666666666666666
DeepSeek-V4-Pro,ISFP,MBTI,SD3,Narcissism,0.95
DeepSeek-V4-Pro,ISFP,MBTI,SD3,Psychopathy,0.9535714285714285
DeepSeek-V4-Pro,ISFP,MBTI,ZKPQ-50-CC,Activity,0.975
DeepSeek-V4-Pro,ISFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6857142857142857
DeepSeek-V4-Pro,ISFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.7777777777777778
DeepSeek-V4-Pro,ISFP,MBTI,ZKPQ-50-CC,Sociability,0.9666666666666667
DeepSeek-V4-Pro,INFP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V4-Pro,INFP,MBTI,EPQR-A,Lie,0.65
DeepSeek-V4-Pro,INFP,MBTI,IPIP-NEO-120,Agreeableness,0.9621848739495795
DeepSeek-V4-Pro,INFP,MBTI,IPIP-NEO-120,Conscientiousness,0.9903361344537815
DeepSeek-V4-Pro,INFP,MBTI,IPIP-NEO-120,Extraversion,0.9857142857142857
DeepSeek-V4-Pro,INFP,MBTI,IPIP-NEO-120,Neuroticism,0.9573684210526316
DeepSeek-V4-Pro,INFP,MBTI,IPIP-NEO-120,Openness,0.8955555555555557
DeepSeek-V4-Pro,INFP,MBTI,SD3,Narcissism,0.7916666666666666
DeepSeek-V4-Pro,INFP,MBTI,SD3,Psychopathy,0.8678571428571429
DeepSeek-V4-Pro,INFP,MBTI,ZKPQ-50-CC,Activity,0.975
DeepSeek-V4-Pro,INFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.4
DeepSeek-V4-Pro,INFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.7111111111111111
DeepSeek-V4-Pro,INFP,MBTI,ZKPQ-50-CC,Sociability,0.85
DeepSeek-V4-Pro,INTP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V4-Pro,INTP,MBTI,EPQR-A,Lie,0.0
DeepSeek-V4-Pro,INTP,MBTI,IPIP-NEO-120,Agreeableness,0.7794117647058825
DeepSeek-V4-Pro,INTP,MBTI,IPIP-NEO-120,Conscientiousness,0.8962184873949579
DeepSeek-V4-Pro,INTP,MBTI,IPIP-NEO-120,Extraversion,0.9785714285714285
DeepSeek-V4-Pro,INTP,MBTI,IPIP-NEO-120,Neuroticism,0.9226315789473684
DeepSeek-V4-Pro,INTP,MBTI,IPIP-NEO-120,Openness,0.9333333333333335
DeepSeek-V4-Pro,INTP,MBTI,SD3,Narcissism,0.7916666666666666
DeepSeek-V4-Pro,INTP,MBTI,SD3,Psychopathy,0.9571428571428571
DeepSeek-V4-Pro,INTP,MBTI,ZKPQ-50-CC,Activity,0.95
DeepSeek-V4-Pro,INTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.33333333333333337
DeepSeek-V4-Pro,INTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8
DeepSeek-V4-Pro,INTP,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V4-Pro,ESTP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V4-Pro,ESTP,MBTI,EPQR-A,Lie,0.6
DeepSeek-V4-Pro,ESTP,MBTI,IPIP-NEO-120,Agreeableness,0.9865546218487394
DeepSeek-V4-Pro,ESTP,MBTI,IPIP-NEO-120,Conscientiousness,0.5352941176470587
DeepSeek-V4-Pro,ESTP,MBTI,IPIP-NEO-120,Extraversion,0.8666666666666669
DeepSeek-V4-Pro,ESTP,MBTI,IPIP-NEO-120,Neuroticism,0.7673684210526317
DeepSeek-V4-Pro,ESTP,MBTI,IPIP-NEO-120,Openness,0.9833333333333334
DeepSeek-V4-Pro,ESTP,MBTI,SD3,Narcissism,0.9666666666666665
DeepSeek-V4-Pro,ESTP,MBTI,SD3,Psychopathy,0.9285714285714285
DeepSeek-V4-Pro,ESTP,MBTI,ZKPQ-50-CC,Activity,0.975
DeepSeek-V4-Pro,ESTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.7523809523809525
DeepSeek-V4-Pro,ESTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.9777777777777777
DeepSeek-V4-Pro,ESTP,MBTI,ZKPQ-50-CC,Sociability,0.8
DeepSeek-V4-Pro,ESFP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V4-Pro,ESFP,MBTI,EPQR-A,Lie,0.55
DeepSeek-V4-Pro,ESFP,MBTI,IPIP-NEO-120,Agreeableness,0.8592436974789917
DeepSeek-V4-Pro,ESFP,MBTI,IPIP-NEO-120,Conscientiousness,0.5802521008403362
DeepSeek-V4-Pro,ESFP,MBTI,IPIP-NEO-120,Extraversion,0.911904761904762
DeepSeek-V4-Pro,ESFP,MBTI,IPIP-NEO-120,Neuroticism,0.8400000000000001
DeepSeek-V4-Pro,ESFP,MBTI,IPIP-NEO-120,Openness,0.8388888888888887
DeepSeek-V4-Pro,ESFP,MBTI,SD3,Narcissism,0.9666666666666668
DeepSeek-V4-Pro,ESFP,MBTI,SD3,Psychopathy,0.9285714285714287
DeepSeek-V4-Pro,ESFP,MBTI,ZKPQ-50-CC,Activity,0.85
DeepSeek-V4-Pro,ESFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.7809523809523811
DeepSeek-V4-Pro,ESFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8444444444444444
DeepSeek-V4-Pro,ESFP,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V4-Pro,ENFP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V4-Pro,ENFP,MBTI,EPQR-A,Lie,0.5
DeepSeek-V4-Pro,ENFP,MBTI,IPIP-NEO-120,Agreeableness,0.8638655462184872
DeepSeek-V4-Pro,ENFP,MBTI,IPIP-NEO-120,Conscientiousness,0.6029411764705882
DeepSeek-V4-Pro,ENFP,MBTI,IPIP-NEO-120,Extraversion,0.8238095238095238
DeepSeek-V4-Pro,ENFP,MBTI,IPIP-NEO-120,Neuroticism,0.9226315789473684
DeepSeek-V4-Pro,ENFP,MBTI,IPIP-NEO-120,Openness,0.9233333333333333
DeepSeek-V4-Pro,ENFP,MBTI,SD3,Narcissism,0.9249999999999999
DeepSeek-V4-Pro,ENFP,MBTI,SD3,Psychopathy,0.8285714285714286
DeepSeek-V4-Pro,ENFP,MBTI,ZKPQ-50-CC,Activity,0.875
DeepSeek-V4-Pro,ENFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.5428571428571429
DeepSeek-V4-Pro,ENFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8444444444444444
DeepSeek-V4-Pro,ENFP,MBTI,ZKPQ-50-CC,Sociability,1.0
DeepSeek-V4-Pro,ENTP,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V4-Pro,ENTP,MBTI,EPQR-A,Lie,0.5
DeepSeek-V4-Pro,ENTP,MBTI,IPIP-NEO-120,Agreeableness,0.9873949579831933
DeepSeek-V4-Pro,ENTP,MBTI,IPIP-NEO-120,Conscientiousness,0.7663865546218486
DeepSeek-V4-Pro,ENTP,MBTI,IPIP-NEO-120,Extraversion,0.9499999999999997
DeepSeek-V4-Pro,ENTP,MBTI,IPIP-NEO-120,Neuroticism,0.7210526315789474
DeepSeek-V4-Pro,ENTP,MBTI,IPIP-NEO-120,Openness,0.9255555555555555
DeepSeek-V4-Pro,ENTP,MBTI,SD3,Narcissism,0.9416666666666668
DeepSeek-V4-Pro,ENTP,MBTI,SD3,Psychopathy,0.9250000000000002
DeepSeek-V4-Pro,ENTP,MBTI,ZKPQ-50-CC,Activity,0.5
DeepSeek-V4-Pro,ENTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.5142857142857143
DeepSeek-V4-Pro,ENTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8444444444444444
DeepSeek-V4-Pro,ENTP,MBTI,ZKPQ-50-CC,Sociability,0.7333333333333333
DeepSeek-V4-Pro,ESTJ,MBTI,EPQR-A,Extraversion,0.33333333333333326
DeepSeek-V4-Pro,ESTJ,MBTI,EPQR-A,Lie,0.95
DeepSeek-V4-Pro,ESTJ,MBTI,IPIP-NEO-120,Agreeableness,0.7100840336134454
DeepSeek-V4-Pro,ESTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9537815126050417
DeepSeek-V4-Pro,ESTJ,MBTI,IPIP-NEO-120,Extraversion,0.7309523809523809
DeepSeek-V4-Pro,ESTJ,MBTI,IPIP-NEO-120,Neuroticism,0.8826315789473684
DeepSeek-V4-Pro,ESTJ,MBTI,IPIP-NEO-120,Openness,0.9811111111111112
DeepSeek-V4-Pro,ESTJ,MBTI,SD3,Narcissism,0.8583333333333334
DeepSeek-V4-Pro,ESTJ,MBTI,SD3,Psychopathy,0.842857142857143
DeepSeek-V4-Pro,ESTJ,MBTI,ZKPQ-50-CC,Activity,1.0
DeepSeek-V4-Pro,ESTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8952380952380953
DeepSeek-V4-Pro,ESTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.0
DeepSeek-V4-Pro,ESTJ,MBTI,ZKPQ-50-CC,Sociability,0.5
DeepSeek-V4-Pro,ESFJ,MBTI,EPQR-A,Extraversion,1.0
DeepSeek-V4-Pro,ESFJ,MBTI,EPQR-A,Lie,0.75
DeepSeek-V4-Pro,ESFJ,MBTI,IPIP-NEO-120,Agreeableness,0.9722689075630253
DeepSeek-V4-Pro,ESFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9626050420168066
DeepSeek-V4-Pro,ESFJ,MBTI,IPIP-NEO-120,Extraversion,0.8976190476190475
DeepSeek-V4-Pro,ESFJ,MBTI,IPIP-NEO-120,Neuroticism,0.9863157894736843
DeepSeek-V4-Pro,ESFJ,MBTI,IPIP-NEO-120,Openness,0.9088888888888889
DeepSeek-V4-Pro,ESFJ,MBTI,SD3,Narcissism,0.8583333333333334
DeepSeek-V4-Pro,ESFJ,MBTI,SD3,Psychopathy,0.9285714285714286
DeepSeek-V4-Pro,ESFJ,MBTI,ZKPQ-50-CC,Activity,0.95
DeepSeek-V4-Pro,ESFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.4
DeepSeek-V4-Pro,ESFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.4222222222222223
DeepSeek-V4-Pro,ESFJ,MBTI,ZKPQ-50-CC,Sociability,0.7833333333333333
DeepSeek-V4-Pro,ENFJ,MBTI,EPQR-A,Extraversion,1.0
