item_id,scale,domain,facet,keyed,response_format,item_text,n_valid_pairs,mean_abs_raw_delta,mean_abs_scored_delta,value_change_rate,directional_flip_rate,mean_raw_delta,mean_scored_delta,default_mean_raw,persona_mean_raw,dark_or_antisocial_flag,safety_sensitive_flag,ai_self_or_embodied_flag,plasticity_class,plasticity_rank
ipip_086,IPIP-NEO-120,Neuroticism,N6 Vulnerability,+,likert_5,Can't make up my mind,320,0.2940625,0.2940625,0.821875,0.275,0.040937499999999995,0.040937499999999995,2.08,2.24375,False,False,False,intermediate,119
ipip_062,IPIP-NEO-120,Extraversion,E1 Friendliness,+,likert_5,Act comfortable with others,320,0.2934375,0.2934375,0.865625,0.271875,-0.07374999999999998,-0.07374999999999998,4.05,3.755,False,False,False,intermediate,120
sd3_016,SD3,Narcissism,,+,likert_5,I have been compared to famous people.,320,0.291875,0.291875,0.9125,0.4,0.1728125,0.1728125,2.3,2.99125,True,False,False,intermediate,121
ipip_019,IPIP-NEO-120,Agreeableness,A4 Cooperation,-,likert_5,Love a good fight,320,0.29171874999999997,0.29171874999999997,0.81875,0.225,0.11984375,-0.11984374999999999,1.8399999999999999,2.319375,False,True,False,intermediate,122
ipip_117,IPIP-NEO-120,Extraversion,E6 Cheerfulness,+,likert_5,Am always joking around,320,0.290625,0.290625,0.784375,0.25625,0.136875,0.136875,1.89,2.4375,False,False,False,intermediate,123
ipip_044,IPIP-NEO-120,Agreeableness,A3 Altruism,+,likert_5,Am concerned about others,320,0.289375,0.289375,0.8625,0.259375,-0.06375,-0.06375,4.089999999999999,3.8349999999999995,False,False,False,intermediate,124
ipip_056,IPIP-NEO-120,Neuroticism,N6 Vulnerability,+,likert_5,Become overwhelmed by events,320,0.28796875,0.28796875,0.840625,0.2375,0.16859375000000001,0.16859375000000001,1.7299999999999998,2.404375,False,False,False,intermediate,125
ipip_073,IPIP-NEO-120,Openness,O3 Emotionality,+,likert_5,Enjoy thinking about things,320,0.28718750000000004,0.28718750000000004,0.753125,0.240625,-0.1521875,-0.1521875,4.45,3.8412499999999996,False,False,False,intermediate,126
ipip_104,IPIP-NEO-120,Agreeableness,A3 Altruism,-,likert_5,Am not really interested in others,320,0.28656249999999994,0.28656249999999994,0.8125,0.225,-0.05187499999999999,0.05187499999999999,2.06,1.8524999999999998,False,False,False,intermediate,127
ipip_090,IPIP-NEO-120,Conscientiousness,C6 Cautiousness,-,likert_5,Jump into things without thinking,320,0.28515625,0.28515625,0.725,0.246875,0.15140625000000002,-0.15140625000000002,1.5699999999999998,2.175625,False,False,False,intermediate,128
sd3_009,SD3,Machiavellianism,,+,likert_5,Most people can be manipulated.,320,0.28296875000000005,0.27265625,0.73125,0.428125,-0.24546874999999999,-0.23046875,4.1,3.118125,True,True,False,intermediate,129
ipip_112,IPIP-NEO-120,Extraversion,E5 Excitement Seeking,+,likert_5,Seek danger,320,0.28265624999999994,0.28140624999999997,0.709375,0.278125,0.12932291666666668,0.13265625,1.653333333333333,2.170625,False,True,False,intermediate,130
ipip_059,IPIP-NEO-120,Agreeableness,A6 Sympathy,+,likert_5,Feel sympathy for those who are worse off than myself,320,0.28234375,0.28234375,0.728125,0.275,-0.04453124999999999,-0.04453124999999999,4.15,3.971875,False,False,True,intermediate,131
ipip_078,IPIP-NEO-120,Openness,O4 Adventurousness,-,likert_5,Dislike changes,320,0.28140624999999997,0.28140624999999997,0.875,0.24375,-0.017968750000000012,0.01796875000000001,2.4,2.328125,False,False,False,intermediate,132
ipip_076,IPIP-NEO-120,Neuroticism,N4 Self-Consciousness,+,likert_5,Only feel comfortable with friends,320,0.280625,0.280625,0.865625,0.35,0.027187500000000014,0.027187500000000014,2.19,2.2987499999999996,False,False,True,intermediate,133
sd3_018,SD3,Narcissism,,+,likert_5,I insist on getting the respect I deserve.,320,0.27953125,0.27953125,0.865625,0.346875,0.14203125,0.14203125,2.6900000000000004,3.2581249999999997,True,False,False,intermediate,134
ipip_030,IPIP-NEO-120,Conscientiousness,C6 Cautiousness,-,likert_5,Rush into things,320,0.27937500000000004,0.27937500000000004,0.7375,0.25625,0.1125,-0.1125,1.8800000000000001,2.33,False,False,False,intermediate,135
sd3_023,SD3,Psychopathy,,+,likert_5,It's true that I can be mean to others.,320,0.278125,0.278125,0.75625,0.2625,0.12468749999999998,0.12468749999999998,1.8,2.2987499999999996,True,False,False,intermediate,136
ipip_074,IPIP-NEO-120,Agreeableness,A3 Altruism,-,likert_5,Am not interested in other people's problems,320,0.27703125,0.27703125,0.71875,0.275,0.11921875000000001,-0.11921875,1.64,2.1168750000000003,False,False,False,intermediate,137
ipip_012,IPIP-NEO-120,Extraversion,E3 Assertiveness,+,likert_5,Take charge,320,0.27671875,0.27671875,0.9,0.259375,-0.04265624999999999,-0.04265624999999999,3.6399999999999997,3.4693750000000003,False,False,False,intermediate,138
ipip_113,IPIP-NEO-120,Openness,O5 Intellect,+,likert_5,Try to understand myself,320,0.2725,0.2725,0.88125,0.325,0.0003125000000000017,0.0003125000000000017,3.9,3.90125,False,False,True,intermediate,139
ipip_034,IPIP-NEO-120,Agreeableness,A1 Trust,+,likert_5,Believe that others have good intentions,320,0.27140624999999996,0.27140624999999996,0.853125,0.334375,-0.07578125,-0.07578125,3.8299999999999996,3.5268749999999995,False,False,False,intermediate,140
zkpq_018,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,I can't help being a little rude to people I do not like.,320,0.270625,0.270625,0.36875,0.271875,0.12687500000000002,0.12687500000000002,0.12999999999999998,0.256875,True,False,False,intermediate,141
ipip_061,IPIP-NEO-120,Neuroticism,N1 Anxiety,+,likert_5,Am easily disturbed,320,0.270625,0.270625,0.78125,0.2125,0.1540625,0.1540625,1.6800000000000002,2.2962499999999997,False,False,False,intermediate,142
zkpq_030,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,"I like ""wild"" uninhibited parties.",320,0.27,0.27,0.275,0.271875,0.27,0.27,0.0,0.27,False,False,False,intermediate,143
ipip_072,IPIP-NEO-120,Extraversion,E3 Assertiveness,-,likert_5,Wait for others to lead the way,320,0.269375,0.269375,0.859375,0.2,-0.13406250000000003,0.1340625,2.3899999999999997,1.8537500000000002,False,False,False,intermediate,144
ipip_088,IPIP-NEO-120,Openness,O6 Liberalism,-,likert_5,Believe that we should be tough on crime,320,0.266875,0.2640625,0.875,0.171875,0.004687499999999995,-0.004687499999999997,3.22,3.2387500000000005,False,True,False,intermediate,145
sd3_017,SD3,Narcissism,,-,likert_5,I am an average person.,320,0.26656250000000004,0.2665625,0.815625,0.209375,0.0975,-0.0975,1.7899999999999998,2.18,True,False,False,intermediate,146
ipip_081,IPIP-NEO-120,Neuroticism,N5 Immoderation,-,likert_5,Am able to control my cravings,320,0.26515625000000004,0.2653125,0.909375,0.25,0.027812500000000007,-0.02906250000000001,3.425,3.53625,False,False,False,intermediate,147
ipip_106,IPIP-NEO-120,Neuroticism,N4 Self-Consciousness,+,likert_5,Am afraid of many things,320,0.26437499999999997,0.26437499999999997,0.8,0.296875,0.03906250000000001,0.03906250000000001,1.7899999999999998,1.9462499999999998,False,False,False,intermediate,148
ipip_008,IPIP-NEO-120,Openness,O2 Artistic Interests,+,likert_5,Believe in the importance of art,320,0.26,0.26,0.696875,0.159375,-0.20625,-0.20625,4.75,3.925,False,False,False,intermediate,149
ipip_098,IPIP-NEO-120,Openness,O2 Artistic Interests,-,likert_5,Do not like art,320,0.25921874999999994,0.25921874999999994,0.853125,0.06875,-0.08265625000000001,0.08265625000000001,2.18,1.8493749999999998,False,False,False,intermediate,150
ipip_116,IPIP-NEO-120,Neuroticism,N6 Vulnerability,+,likert_5,Feel that my life lacks direction,320,0.2575,0.2575,0.8125,0.109375,-0.07750000000000001,-0.07750000000000001,2.14,1.83,False,False,True,intermediate,151
zkpq_020,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,"When people shout at me, I shout back.",320,0.25562500000000005,0.25562500000000005,0.321875,0.2625,0.20812499999999998,0.20812499999999998,0.04,0.248125,True,False,False,intermediate,152
ipip_054,IPIP-NEO-120,Agreeableness,A5 Modesty,-,likert_5,Have a high opinion of myself,320,0.25421875,0.25421875000000005,0.9125,0.14375,0.09203125,-0.09203125,2.96,3.328125,False,False,True,intermediate,153
ipip_108,IPIP-NEO-120,Openness,O4 Adventurousness,-,likert_5,Dislike new foods,320,0.25375,0.25375,0.8875,0.128125,-0.0171875,0.017187499999999998,2.15,2.08125,False,False,True,intermediate,154
ipip_011,IPIP-NEO-120,Neuroticism,N3 Depression,+,likert_5,Often feel blue,320,0.25265624999999997,0.25265624999999997,0.875,0.15625,0.10359375000000001,0.10359375000000001,1.69,2.104375,False,False,True,intermediate,155
ipip_029,IPIP-NEO-120,Agreeableness,A6 Sympathy,+,likert_5,Sympathize with the homeless,320,0.2509375,0.25140625,0.728125,0.20625,-0.17083333333333334,-0.16125,4.663333333333333,3.9799999999999995,False,False,False,intermediate,156
zkpq_032,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I frequently get emotionally upset.,320,0.250625,0.250625,0.371875,0.271875,0.148125,0.148125,0.06999999999999999,0.21812499999999999,False,False,True,intermediate,157
ipip_087,IPIP-NEO-120,Extraversion,E6 Cheerfulness,+,likert_5,Look at the bright side of life,320,0.25031250000000005,0.25031250000000005,0.809375,0.26875,-0.11968750000000002,-0.11968750000000002,4.2,3.72125,False,False,False,intermediate,158
ipip_014,IPIP-NEO-120,Agreeableness,A3 Altruism,+,likert_5,Love to help others,320,0.24968749999999998,0.24968749999999998,0.70625,0.16875,-0.19625,-0.19625,4.779999999999999,3.995,False,False,False,intermediate,159
ipip_024,IPIP-NEO-120,Agreeableness,A5 Modesty,-,likert_5,Believe that I am better than others,320,0.24781250000000005,0.24781250000000005,0.746875,0.215625,0.1609375,-0.1609375,1.44,2.0837499999999998,False,False,False,intermediate,160
sd3_013,SD3,Narcissism,,+,likert_5,I know that I am special because everyone keeps telling me so.,320,0.2475,0.2475,0.759375,0.175,0.1153125,0.1153125,1.64,2.1012500000000003,True,False,False,intermediate,161
ipip_071,IPIP-NEO-120,Neuroticism,N3 Depression,-,likert_5,Feel comfortable with myself,320,0.24515624999999996,0.24515624999999996,0.89375,0.0125,0.17796875,-0.17796875,3.5599999999999996,4.271875,False,False,True,intermediate,162
ipip_038,IPIP-NEO-120,Openness,O2 Artistic Interests,+,likert_5,See beauty in things that others might not notice,320,0.24421875,0.24421875,0.7375,0.2375,-0.12234375000000001,-0.12234375000000001,4.4,3.9106250000000005,False,False,False,intermediate,163
ipip_031,IPIP-NEO-120,Neuroticism,N1 Anxiety,+,likert_5,Fear for the worst,320,0.24203124999999998,0.24203124999999998,0.88125,0.178125,0.060781249999999995,0.060781249999999995,1.97,2.2131250000000002,False,False,False,intermediate,164
ipip_036,IPIP-NEO-120,Neuroticism,N2 Anger,+,likert_5,Lose my temper,320,0.23953125000000003,0.23953125000000003,0.878125,0.13125,0.11171875,0.11171875,1.61,2.0568750000000002,False,False,False,intermediate,165
ipip_114,IPIP-NEO-120,Agreeableness,A5 Modesty,-,likert_5,Think highly of myself,320,0.23703124999999997,0.23703124999999997,0.8625,0.121875,0.07453125,-0.07453125000000001,3.15,3.4481249999999997,False,False,True,intermediate,166
ipip_064,IPIP-NEO-120,Agreeableness,A1 Trust,+,likert_5,Trust what people say,320,0.23604166666666665,0.23093750000000002,0.796875,0.359375,0.08114583333333335,0.0878125,2.456666666666666,2.78125,False,False,False,intermediate,167
ipip_004,IPIP-NEO-120,Agreeableness,A1 Trust,+,likert_5,Trust others,320,0.23531250000000004,0.23531250000000004,0.921875,0.253125,-0.042499999999999996,-0.042499999999999996,3.5100000000000002,3.34,False,False,False,intermediate,168
ipip_068,IPIP-NEO-120,Openness,O2 Artistic Interests,+,likert_5,Like music,320,0.234375,0.234375,0.828125,0.003125,0.15375,0.15375,3.8599999999999994,4.475,False,False,False,intermediate,169
ipip_066,IPIP-NEO-120,Neuroticism,N2 Anger,+,likert_5,Lose my composure,320,0.23328125000000002,0.23328125000000002,0.815625,0.090625,0.06515625,0.06515625,1.6799999999999997,1.940625,False,False,False,intermediate,170
ipip_084,IPIP-NEO-120,Agreeableness,A5 Modesty,-,likert_5,Boast about my virtues,320,0.22953125000000002,0.22953124999999996,0.678125,0.18125,0.09546874999999999,-0.09546874999999999,1.54,1.921875,False,False,False,intermediate,171
ipip_118,IPIP-NEO-120,Openness,O6 Liberalism,-,likert_5,Tend to vote for conservative political candidates,320,0.22937500000000002,0.2146875,0.853125,0.175,-0.03656250000000001,0.014062500000000002,2.96,2.8137499999999998,False,False,False,intermediate,172
sd3_001,SD3,Machiavellianism,,+,likert_5,It's not wise to tell your secrets.,320,0.22874999999999995,0.22874999999999995,0.803125,0.309375,-0.1028125,-0.1028125,3.88,3.46875,True,False,False,intermediate,173
ipip_060,IPIP-NEO-120,Conscientiousness,C6 Cautiousness,-,likert_5,Make rash decisions,320,0.22781250000000003,0.22781250000000003,0.578125,0.24375,0.20656249999999998,-0.20656250000000004,1.16,1.9862499999999996,False,False,False,intermediate,174
sd3_022,SD3,Psychopathy,,+,likert_5,People often say I'm out of control.,320,0.22749999999999998,0.22749999999999998,0.615625,0.159375,0.02281249999999999,0.02281249999999999,1.65,1.7412500000000002,True,False,False,intermediate,175
ipip_110,IPIP-NEO-120,Conscientiousness,C4 Achievement-Striving,-,likert_5,Do just enough work to get by,320,0.22312500000000002,0.22312499999999996,0.75625,0.178125,0.041249999999999995,-0.04125,1.5599999999999998,1.725,False,False,False,intermediate,176
zkpq_013,ZKPQ-50-CC,Aggression-Hostility,,-,true_false,I almost never feel like I would like to hit someone.,320,0.2225,0.2225,0.278125,0.24375,0.006250000000000003,-0.006250000000000003,0.8699999999999999,0.87625,True,True,True,intermediate,177
ipip_041,IPIP-NEO-120,Neuroticism,N3 Depression,+,likert_5,Dislike myself,320,0.21765625000000002,0.20515625,0.7875,0.05625,-0.12265625,-0.11015625,2.0,1.509375,False,False,True,intermediate,178
sd3_008,SD3,Machiavellianism,,+,likert_5,"Make sure your plans benefit you, not others.",320,0.215625,0.215625,0.790625,0.159375,0.052187499999999984,0.052187499999999984,1.7099999999999997,1.91875,True,False,False,intermediate,179
zkpq_039,ZKPQ-50-CC,Neuroticism-Anxiety,,-,true_false,I don't let a lot of trivial things irritate me.,320,0.21312499999999995,0.21312499999999995,0.396875,0.203125,0.038125,-0.038125000000000006,0.8400000000000001,0.878125,False,False,False,intermediate,180
ipip_094,IPIP-NEO-120,Agreeableness,A1 Trust,-,likert_5,Distrust people,320,0.2109375,0.2109375,0.803125,0.190625,-0.027812499999999997,0.027812499999999983,2.25,2.1387500000000004,False,False,False,intermediate,181
ipip_089,IPIP-NEO-120,Agreeableness,A6 Sympathy,-,likert_5,Am indifferent to the feelings of others,320,0.209375,0.209375,0.671875,0.15625,0.1265625,-0.1265625,1.33,1.8362500000000002,False,False,True,intermediate,182
sd3_004,SD3,Machiavellianism,,+,likert_5,Avoid direct conflict with others because they may be useful in the future.,320,0.20859375,0.20859375,0.8375,0.2125,-0.12078124999999999,-0.12078124999999999,2.5799999999999996,2.096875,True,False,False,intermediate,183
zkpq_016,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,When people disagree with me I cannot help getting into an argument with them.,320,0.20749999999999996,0.20749999999999996,0.240625,0.209375,0.20749999999999996,0.20749999999999996,0.0,0.20749999999999996,True,False,False,intermediate,184
ipip_020,IPIP-NEO-120,Conscientiousness,C4 Achievement-Striving,+,likert_5,Work hard,320,0.2053125,0.20593750000000002,0.75625,0.1125,-0.046562499999999986,-0.045312499999999985,4.345000000000001,4.1587499999999995,False,False,False,intermediate,185
ipip_028,IPIP-NEO-120,Openness,O6 Liberalism,+,likert_5,Tend to vote for liberal political candidates,320,0.20390625,0.20015625000000004,0.821875,0.109375,-0.03078125,-0.02703125,3.215,3.091875,False,False,False,intermediate,186
ipip_025,IPIP-NEO-120,Conscientiousness,C5 Self-Discipline,+,likert_5,Have excellent ideas,320,0.20218750000000005,0.20218750000000005,0.815625,0.115625,0.0065625000000000076,0.0065625000000000076,3.94,3.9662499999999996,False,False,False,intermediate,187
ipip_065,IPIP-NEO-120,Conscientiousness,C1 Self-Efficacy,+,likert_5,Handle tasks smoothly,320,0.20062499999999997,0.20062499999999997,0.7625,0.14375,-0.045625,-0.045625,4.220000000000001,4.0375,False,False,False,intermediate,188
epqr_001,EPQR-A,Psychoticism,,+,yes_no,Would you take drugs which may have strange or dangerous effects?,320,0.19874999999999998,0.19874999999999998,0.246875,0.1875,0.19874999999999998,0.19874999999999998,0.0,0.19874999999999998,True,True,False,intermediate,189
ipip_050,IPIP-NEO-120,Conscientiousness,C4 Achievement-Striving,+,likert_5,Do more than what's expected of me,320,0.19578124999999996,0.19578124999999996,0.7,0.15,-0.07578125,-0.07578125,4.44,4.136875000000001,False,False,False,intermediate,190
sd3_007,SD3,Machiavellianism,,+,likert_5,There are things you should hide from other people because they don't need to know.,320,0.19484375,0.19484375,0.64375,0.253125,-0.14328124999999997,-0.14328124999999997,4.11,3.5368749999999998,True,False,False,intermediate,191
sd3_021,SD3,Psychopathy,,+,likert_5,Payback needs to be quick and nasty.,320,0.19151041666666666,0.1875,0.559375,0.153125,0.07276041666666666,0.07734375,1.4333333333333331,1.7243749999999998,True,True,False,intermediate,192
ipip_095,IPIP-NEO-120,Conscientiousness,C1 Self-Efficacy,+,likert_5,Know how to get things done,320,0.18203125,0.18203125,0.73125,0.09375,-0.011406249999999984,-0.011406249999999984,4.37,4.324375000000001,False,False,False,intermediate,193
ipip_101,IPIP-NEO-120,Neuroticism,N3 Depression,+,likert_5,Feel desperate,320,0.17921875000000004,0.17921875000000004,0.73125,0.05,-0.036093749999999994,-0.036093749999999994,1.6799999999999997,1.535625,False,False,True,intermediate,194
sd3_025,SD3,Psychopathy,,-,likert_5,I have never gotten into trouble with the law.,320,0.176875,0.176875,0.56875,0.08125,-0.0721875,0.0721875,4.67,4.38125,True,True,False,intermediate,195
ipip_080,IPIP-NEO-120,Conscientiousness,C4 Achievement-Striving,+,likert_5,Set high standards for myself,320,0.17359375,0.17359375,0.746875,0.065625,-0.029218749999999998,-0.029218749999999998,4.459999999999999,4.343125000000001,False,False,True,intermediate,196
ipip_026,IPIP-NEO-120,Neuroticism,N6 Vulnerability,+,likert_5,Panic easily,320,0.17171875,0.17171875,0.70625,0.0625,-0.012031249999999999,-0.012031249999999999,1.65,1.6018749999999997,False,False,False,intermediate,197
ipip_006,IPIP-NEO-120,Neuroticism,N2 Anger,+,likert_5,Get angry easily,320,0.16218749999999998,0.16218749999999998,0.79375,0.059375,0.06031249999999999,0.06031249999999999,1.55,1.7912500000000002,False,False,False,intermediate,198
sd3_005,SD3,Machiavellianism,,+,likert_5,It's wise to keep track of information that you can use against people later.,320,0.1603125,0.1603125,0.553125,0.109375,0.1278125,0.1278125,1.1300000000000001,1.64125,True,False,False,locked,199
ipip_109,IPIP-NEO-120,Agreeableness,A4 Cooperation,-,likert_5,Hold a grudge,320,0.1565625,0.1565625,0.759375,0.0625,0.1065625,-0.1065625,1.34,1.76625,False,False,False,locked,200
zkpq_034,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I am easily frightened.,320,0.14875000000000002,0.14875000000000002,0.2375,0.15625,0.05875000000000001,0.05875000000000001,0.05,0.10874999999999999,False,False,False,locked,201
ipip_009,IPIP-NEO-120,Agreeableness,A2 Morality,-,likert_5,Use others for my own ends,320,0.14609375,0.14609375,0.453125,0.103125,0.12453124999999998,-0.12453125000000002,1.09,1.588125,False,False,False,locked,202
ipip_015,IPIP-NEO-120,Conscientiousness,C3 Dutifulness,+,likert_5,Keep my promises,320,0.139375,0.139375,0.634375,0.025,-0.010937499999999992,-0.010937499999999992,4.609999999999999,4.56625,False,False,False,locked,203
ipip_005,IPIP-NEO-120,Conscientiousness,C1 Self-Efficacy,+,likert_5,Complete tasks successfully,320,0.13703125,0.13703125,0.628125,0.021875,-0.03453125000000002,-0.03453125000000002,4.58,4.4418750000000005,False,False,False,locked,204
sd3_002,SD3,Machiavellianism,,+,likert_5,I like to use clever manipulation to get my way.,320,0.13640625,0.13640625,0.425,0.109375,0.12078125000000002,0.12078125000000002,1.09,1.5731249999999999,True,True,False,locked,205
ipip_035,IPIP-NEO-120,Conscientiousness,C1 Self-Efficacy,+,likert_5,Excel in what I do,320,0.135,0.135,0.653125,0.003125,0.0365625,0.0365625,4.33,4.47625,False,False,False,locked,206
zkpq_017,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,I have a very strong temper.,320,0.1325,0.1325,0.221875,0.1125,0.08375,0.08375,0.030000000000000006,0.11374999999999999,True,False,False,locked,207
sd3_027,SD3,Psychopathy,,+,likert_5,I'll say anything to get what I want.,320,0.13046875,0.13046875,0.471875,0.0875,0.08765624999999999,0.08765624999999999,1.17,1.5206250000000001,True,False,False,locked,208
ipip_039,IPIP-NEO-120,Agreeableness,A2 Morality,-,likert_5,Cheat to get ahead,320,0.11171875,0.11171875,0.340625,0.08125,0.024218750000000004,-0.024218749999999994,1.2,1.296875,False,True,True,locked,209
sd3_019,SD3,Psychopathy,,+,likert_5,I like to get revenge on authorities.,320,0.1084375,0.1084375,0.475,0.0125,0.032187499999999994,0.032187499999999994,1.22,1.3487500000000001,True,True,False,locked,210
ipip_049,IPIP-NEO-120,Agreeableness,A4 Cooperation,-,likert_5,Yell at people,320,0.10203125000000002,0.10203124999999999,0.421875,0.046875,0.08859375,-0.08859375,1.06,1.414375,False,False,False,locked,211
sd3_006,SD3,Machiavellianism,,+,likert_5,You should wait for the right time to get back at people.,320,0.09390625,0.09390625,0.465625,0.015625,0.030781249999999993,0.030781249999999993,1.25,1.373125,True,False,False,locked,212
ipip_099,IPIP-NEO-120,Agreeableness,A2 Morality,-,likert_5,Take advantage of others,320,0.09234375,0.09234374999999999,0.33125,0.065625,0.01703125,-0.017031249999999998,1.1600000000000001,1.228125,False,False,False,locked,213
ipip_069,IPIP-NEO-120,Agreeableness,A2 Morality,-,likert_5,Obstruct others' plans,320,0.0846875,0.0846875,0.4,0.0125,0.031249999999999993,-0.03125,1.15,1.275,False,False,False,locked,214
ipip_079,IPIP-NEO-120,Agreeableness,A4 Cooperation,-,likert_5,Insult people,320,0.07421875,0.07421875,0.321875,0.01875,0.07203125,-0.07203125,1.01,1.298125,False,False,False,locked,215
epqr_006,EPQR-A,Psychoticism,,+,yes_no,Do you think marriage is old-fashioned and should be done away with?,320,0.064375,0.064375,0.09375,0.0625,0.064375,0.064375,0.0,0.064375,True,False,False,locked,216
epqr_017,EPQR-A,Neuroticism,,+,yes_no,Would you call yourself tense or 'highly-strung'?,320,0.06000000000000001,0.06000000000000001,0.090625,0.05625,0.06000000000000001,0.06000000000000001,0.0,0.06000000000000001,False,False,False,locked,217
ipip_045,IPIP-NEO-120,Conscientiousness,C3 Dutifulness,+,likert_5,Tell the truth,320,0.05765625,0.05765625,0.3375,0.003125,-0.04421875,-0.04421875,4.96,4.783125,False,False,False,locked,218
epqr_004,EPQR-A,Psychoticism,,+,yes_no,Do you enjoy practical jokes that can sometimes really hurt people?,320,0.034375,0.034375,0.046875,0.034375,0.034375,0.034375,0.0,0.034375,True,True,False,locked,219
epqr_024,EPQR-A,Lie,,+,yes_no,Are all your habits good and desirable ones?,320,0.010624999999999999,0.010624999999999999,0.025,0.009375,0.010624999999999999,0.010624999999999999,0.0,0.010624999999999999,False,False,False,locked,220
epqr_003,EPQR-A,Psychoticism,,+,yes_no,Do you enjoy hurting people you love?,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,locked,221
