model,persona,item_id,scale,domain,facet,keyed,response_format,item_text,n_samples,sd,range,exact_agreement,mode_agreement,mean_score,is_default,is_likert,is_binary
Claude-Sonnet-4.6,ISTJ,ipip_120,IPIP-NEO-120,Conscientiousness,C6 Cautiousness,+,likert_5,Stick to my chosen path,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_001,SD3,Machiavellianism,,+,likert_5,It's not wise to tell your secrets.,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_002,SD3,Machiavellianism,,+,likert_5,I like to use clever manipulation to get my way.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_003,SD3,Machiavellianism,,+,likert_5,"Whatever it takes, you must get the important people on your side.",1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_004,SD3,Machiavellianism,,+,likert_5,Avoid direct conflict with others because they may be useful in the future.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_005,SD3,Machiavellianism,,+,likert_5,It's wise to keep track of information that you can use against people later.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_006,SD3,Machiavellianism,,+,likert_5,You should wait for the right time to get back at people.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_007,SD3,Machiavellianism,,+,likert_5,There are things you should hide from other people because they don't need to know.,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_008,SD3,Machiavellianism,,+,likert_5,"Make sure your plans benefit you, not others.",1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_009,SD3,Machiavellianism,,+,likert_5,Most people can be manipulated.,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_010,SD3,Narcissism,,+,likert_5,People see me as a natural leader.,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_011,SD3,Narcissism,,-,likert_5,I hate being the center of attention.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_012,SD3,Narcissism,,+,likert_5,Many group activities tend to be dull without me.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_013,SD3,Narcissism,,+,likert_5,I know that I am special because everyone keeps telling me so.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_014,SD3,Narcissism,,+,likert_5,I like to get acquainted with important people.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_015,SD3,Narcissism,,-,likert_5,I feel embarrassed if someone compliments me.,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_016,SD3,Narcissism,,+,likert_5,I have been compared to famous people.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_017,SD3,Narcissism,,-,likert_5,I am an average person.,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_018,SD3,Narcissism,,+,likert_5,I insist on getting the respect I deserve.,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_019,SD3,Psychopathy,,+,likert_5,I like to get revenge on authorities.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_020,SD3,Psychopathy,,-,likert_5,I avoid dangerous situations.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_021,SD3,Psychopathy,,+,likert_5,Payback needs to be quick and nasty.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_022,SD3,Psychopathy,,+,likert_5,People often say I'm out of control.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_023,SD3,Psychopathy,,+,likert_5,It's true that I can be mean to others.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_024,SD3,Psychopathy,,+,likert_5,People who mess with me always regret it.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_025,SD3,Psychopathy,,-,likert_5,I have never gotten into trouble with the law.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_026,SD3,Psychopathy,,+,likert_5,I enjoy having sex with people I hardly know.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISTJ,sd3_027,SD3,Psychopathy,,+,likert_5,I'll say anything to get what I want.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISTJ,zkpq_001,ZKPQ-50-CC,Activity,,+,true_false,I do not like to waste time just sitting around and relaxing.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_002,ZKPQ-50-CC,Activity,,+,true_false,I lead a busier life than most people.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_003,ZKPQ-50-CC,Activity,,+,true_false,I like to be doing things all of the time.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_004,ZKPQ-50-CC,Activity,,-,true_false,I can enjoy myself just lying around and not doing anything active.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_005,ZKPQ-50-CC,Activity,,-,true_false,I do not feel the need to be doing things all of the time.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_006,ZKPQ-50-CC,Activity,,+,true_false,When on vacation I like to engage in active sports rather than just lie around.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_007,ZKPQ-50-CC,Activity,,+,true_false,I like to wear myself out with hard work or exercise.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_008,ZKPQ-50-CC,Activity,,+,true_false,I like to be active as soon as I wake up in the morning.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_009,ZKPQ-50-CC,Activity,,+,true_false,I like to keep busy all the time.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_010,ZKPQ-50-CC,Activity,,+,true_false,"When I do things, I do them with lots of energy.",1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_011,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,"When I get mad, I say ugly things.",1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_012,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,It's natural for me to curse when I am mad.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_013,ZKPQ-50-CC,Aggression-Hostility,,-,true_false,I almost never feel like I would like to hit someone.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_014,ZKPQ-50-CC,Aggression-Hostility,,-,true_false,"If someone offends me, I just try not to think about it.",1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_015,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,If people annoy me I do not hesitate to tell them so.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_016,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,When people disagree with me I cannot help getting into an argument with them.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_017,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,I have a very strong temper.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_018,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,I can't help being a little rude to people I do not like.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_019,ZKPQ-50-CC,Aggression-Hostility,,-,true_false,I am always patient with others even when they are irritating.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_020,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,"When people shout at me, I shout back.",1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_021,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,I often do things on impulse.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_022,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,I would like to take off on a trip with no preplanned or definite routes or timetables.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_023,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,I enjoy getting into new situations where you can't predict how things will turn out.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_024,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,I sometimes like to do things that are a little frightening.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_025,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,I'll try anything once.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_026,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,"I would like the kind of life where one is on the move and travelling a lot, with lots of change and excitement.",1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_027,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,"I sometimes do ""crazy"" things just for fun.",1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_028,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,I prefer friends who are excitingly unpredictable.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_029,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,I often get so carried away by new and exciting things and ideas that I never think of possible complications.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_030,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,"I like ""wild"" uninhibited parties.",1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_031,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,My body often feels all tightened up for no apparent reason.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_032,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I frequently get emotionally upset.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_033,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I tend to be oversensitive and easily hurt by thoughtless remarks and actions of others.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_034,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I am easily frightened.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_035,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I sometimes feel panicky.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_036,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I often feel unsure of myself.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_037,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I often worry about things that other people think are unimportant.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_038,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I often feel like crying sometimes without a reason.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_039,ZKPQ-50-CC,Neuroticism-Anxiety,,-,true_false,I don't let a lot of trivial things irritate me.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_040,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I often feel uncomfortable and ill at ease for no real reason.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_041,ZKPQ-50-CC,Sociability,,-,true_false,I do not mind going out alone and usually prefer it to being out in a large group.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_042,ZKPQ-50-CC,Sociability,,+,true_false,I spend as much time with my friends as I can.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_043,ZKPQ-50-CC,Sociability,,-,true_false,I do not need a large number of casual friends.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_044,ZKPQ-50-CC,Sociability,,-,true_false,I tend to be uncomfortable at big parties.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_045,ZKPQ-50-CC,Sociability,,+,true_false,"At parties, I enjoy mingling with many people whether I already know them or not.",1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_046,ZKPQ-50-CC,Sociability,,-,true_false,I would not mind being socially isolated in some place for some period of time.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_047,ZKPQ-50-CC,Sociability,,-,true_false,"Generally, I like to be alone so I can do things I want to do without social distractions.",1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_048,ZKPQ-50-CC,Sociability,,+,true_false,I am a very sociable person.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_049,ZKPQ-50-CC,Sociability,,-,true_false,I usually prefer to do things alone.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISTJ,zkpq_050,ZKPQ-50-CC,Sociability,,+,true_false,I probably spend more time than I should socializing with friends.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_001,EPQR-A,Psychoticism,,+,yes_no,Would you take drugs which may have strange or dangerous effects?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_002,EPQR-A,Psychoticism,,+,yes_no,Do you prefer to go your own way rather than act by the rules?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_003,EPQR-A,Psychoticism,,+,yes_no,Do you enjoy hurting people you love?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_004,EPQR-A,Psychoticism,,+,yes_no,Do you enjoy practical jokes that can sometimes really hurt people?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_005,EPQR-A,Psychoticism,,+,yes_no,Do you sometimes talk about things you know nothing about?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_006,EPQR-A,Psychoticism,,+,yes_no,Do you think marriage is old-fashioned and should be done away with?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_007,EPQR-A,Extraversion,,+,yes_no,Are you a talkative person?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_008,EPQR-A,Extraversion,,+,yes_no,Are you rather lively?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_009,EPQR-A,Extraversion,,+,yes_no,Can you usually let yourself go and enjoy yourself at a lively party?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_010,EPQR-A,Extraversion,,-,yes_no,Do you tend to keep in the background on social occasions?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_011,EPQR-A,Extraversion,,-,yes_no,Do you prefer reading to meeting people?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_012,EPQR-A,Extraversion,,-,yes_no,Are you mostly quiet when you are with other people?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_013,EPQR-A,Neuroticism,,+,yes_no,Does your mood often go up and down?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_014,EPQR-A,Neuroticism,,+,yes_no,Do you ever feel 'just miserable' for no reason?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_015,EPQR-A,Neuroticism,,+,yes_no,Are your feelings easily hurt?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_016,EPQR-A,Neuroticism,,+,yes_no,Are you often troubled about feelings of guilt?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_017,EPQR-A,Neuroticism,,+,yes_no,Would you call yourself tense or 'highly-strung'?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_018,EPQR-A,Neuroticism,,+,yes_no,Do you worry about awful things that might happen?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_019,EPQR-A,Lie,,+,yes_no,"If you say you will do something, do you always keep your promise no matter how inconvenient it might be?",1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_020,EPQR-A,Lie,,-,yes_no,Were you ever greedy by helping yourself to more than your share of anything?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_021,EPQR-A,Lie,,-,yes_no,Have you ever blamed someone for doing something you knew was really your fault?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_022,EPQR-A,Lie,,+,yes_no,As a child did you do as you were told immediately and without grumbling?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_023,EPQR-A,Lie,,+,yes_no,Do you always practice what you preach?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISFJ,epqr_024,EPQR-A,Lie,,+,yes_no,Are all your habits good and desirable ones?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,ipip_001,IPIP-NEO-120,Neuroticism,N1 Anxiety,+,likert_5,Worry about things,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_002,IPIP-NEO-120,Extraversion,E1 Friendliness,+,likert_5,Make friends easily,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_003,IPIP-NEO-120,Openness,O1 Imagination,+,likert_5,Have a vivid imagination,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_004,IPIP-NEO-120,Agreeableness,A1 Trust,+,likert_5,Trust others,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_005,IPIP-NEO-120,Conscientiousness,C1 Self-Efficacy,+,likert_5,Complete tasks successfully,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_006,IPIP-NEO-120,Neuroticism,N2 Anger,+,likert_5,Get angry easily,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_007,IPIP-NEO-120,Extraversion,E2 Gregariousness,+,likert_5,Love large parties,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_008,IPIP-NEO-120,Openness,O2 Artistic Interests,+,likert_5,Believe in the importance of art,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_009,IPIP-NEO-120,Agreeableness,A2 Morality,-,likert_5,Use others for my own ends,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_010,IPIP-NEO-120,Conscientiousness,C2 Orderliness,+,likert_5,Like to tidy up,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_011,IPIP-NEO-120,Neuroticism,N3 Depression,+,likert_5,Often feel blue,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_012,IPIP-NEO-120,Extraversion,E3 Assertiveness,+,likert_5,Take charge,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_013,IPIP-NEO-120,Openness,O3 Emotionality,+,likert_5,Experience my emotions intensely,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_014,IPIP-NEO-120,Agreeableness,A3 Altruism,+,likert_5,Love to help others,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_015,IPIP-NEO-120,Conscientiousness,C3 Dutifulness,+,likert_5,Keep my promises,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_016,IPIP-NEO-120,Neuroticism,N4 Self-Consciousness,+,likert_5,Find it difficult to approach others,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_017,IPIP-NEO-120,Extraversion,E4 Activity Level,+,likert_5,Am always busy,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_018,IPIP-NEO-120,Openness,O4 Adventurousness,+,likert_5,Prefer variety to routine,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_019,IPIP-NEO-120,Agreeableness,A4 Cooperation,-,likert_5,Love a good fight,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_020,IPIP-NEO-120,Conscientiousness,C4 Achievement-Striving,+,likert_5,Work hard,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_021,IPIP-NEO-120,Neuroticism,N5 Immoderation,+,likert_5,Go on binges,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_022,IPIP-NEO-120,Extraversion,E5 Excitement Seeking,+,likert_5,Love excitement,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_023,IPIP-NEO-120,Openness,O5 Intellect,+,likert_5,Love to read challenging material,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_024,IPIP-NEO-120,Agreeableness,A5 Modesty,-,likert_5,Believe that I am better than others,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_025,IPIP-NEO-120,Conscientiousness,C5 Self-Discipline,+,likert_5,Have excellent ideas,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_026,IPIP-NEO-120,Neuroticism,N6 Vulnerability,+,likert_5,Panic easily,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_027,IPIP-NEO-120,Extraversion,E6 Cheerfulness,+,likert_5,Radiate joy,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_028,IPIP-NEO-120,Openness,O6 Liberalism,+,likert_5,Tend to vote for liberal political candidates,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_029,IPIP-NEO-120,Agreeableness,A6 Sympathy,+,likert_5,Sympathize with the homeless,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_030,IPIP-NEO-120,Conscientiousness,C6 Cautiousness,-,likert_5,Rush into things,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_031,IPIP-NEO-120,Neuroticism,N1 Anxiety,+,likert_5,Fear for the worst,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_032,IPIP-NEO-120,Extraversion,E1 Friendliness,+,likert_5,Feel comfortable around people,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_033,IPIP-NEO-120,Openness,O1 Imagination,+,likert_5,Enjoy wild flights of fantasy,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_034,IPIP-NEO-120,Agreeableness,A1 Trust,+,likert_5,Believe that others have good intentions,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_035,IPIP-NEO-120,Conscientiousness,C1 Self-Efficacy,+,likert_5,Excel in what I do,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_036,IPIP-NEO-120,Neuroticism,N2 Anger,+,likert_5,Lose my temper,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_037,IPIP-NEO-120,Extraversion,E2 Gregariousness,+,likert_5,Talk to a lot of different people at parties,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_038,IPIP-NEO-120,Openness,O2 Artistic Interests,+,likert_5,See beauty in things that others might not notice,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_039,IPIP-NEO-120,Agreeableness,A2 Morality,-,likert_5,Cheat to get ahead,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_040,IPIP-NEO-120,Conscientiousness,C2 Orderliness,-,likert_5,Often forget to put things back in their proper place,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_041,IPIP-NEO-120,Neuroticism,N3 Depression,+,likert_5,Dislike myself,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_042,IPIP-NEO-120,Extraversion,E3 Assertiveness,+,likert_5,Try to lead others,1,0.0,0.0,1.0,1.0,2.0,False,True,False
