model,scale,domain,pir,fwd_raw_mean,rev_raw_mean,fwd_scored_mean,rev_scored_mean,n_fwd,n_rev
Qwen3.5-122B-A10B,IPIP-NEO-120,Openness,0.8814814814814815,3.0,2.5555555555555554,3.0,3.4444444444444446,15,9
Qwen3.5-122B-A10B,SD3,Narcissism,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,4.333333333333333,6,3
Qwen3.5-122B-A10B,SD3,Psychopathy,0.0,1.0,5.0,1.0,1.0,7,2
Qwen3.5-122B-A10B,ZKPQ-50-CC,Activity,0.5,0.0,0.5,0.0,0.5,8,2
Qwen3.5-122B-A10B,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,7,3
Qwen3.5-122B-A10B,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
Qwen3.5-122B-A10B,ZKPQ-50-CC,Sociability,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,4,6
Qwen3.5-397B-A17B,EPQR-A,Extraversion,1.0,0.0,0.0,0.0,1.0,3,3
Qwen3.5-397B-A17B,EPQR-A,Lie,1.0,0.0,0.0,0.0,1.0,4,2
Qwen3.5-397B-A17B,IPIP-NEO-120,Agreeableness,0.3697478991596639,4.285714285714286,1.2352941176470589,4.285714285714286,4.764705882352941,7,17
Qwen3.5-397B-A17B,IPIP-NEO-120,Conscientiousness,0.29411764705882354,4.352941176470588,1.4285714285714286,4.352941176470588,4.571428571428571,17,7
Qwen3.5-397B-A17B,IPIP-NEO-120,Extraversion,0.9206349206349206,2.7142857142857144,2.6666666666666665,2.7142857142857144,3.3333333333333335,21,3
Qwen3.5-397B-A17B,IPIP-NEO-120,Neuroticism,0.6,1.0526315789473684,3.8,1.0526315789473684,2.2,19,5
Qwen3.5-397B-A17B,IPIP-NEO-120,Openness,0.8592592592592593,3.1333333333333333,2.5555555555555554,3.1333333333333333,3.4444444444444446,15,9
Qwen3.5-397B-A17B,SD3,Narcissism,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,4.333333333333333,6,3
Qwen3.5-397B-A17B,SD3,Psychopathy,0.5,1.0,4.0,1.0,2.0,7,2
Qwen3.5-397B-A17B,ZKPQ-50-CC,Activity,0.5,0.125,0.5,0.125,0.5,8,2
Qwen3.5-397B-A17B,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,7,3
Qwen3.5-397B-A17B,ZKPQ-50-CC,Neuroticism-Anxiety,0.0,0.0,1.0,0.0,0.0,9,1
Qwen3.5-397B-A17B,ZKPQ-50-CC,Sociability,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,4,6
